element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support	wave_peak	wave_base	wave_top	note	peak	base	top	depth	relative_depth	wave_base_fit	wave_top_fit	base_fit	top_fit	mu	sig	A	baseline	gamma	mu_err	fwhm	fwhm_kms	R	depth_fit	relative_depth_fit	integrated_flux	ewr	ew	ew_err	snr	mean_flux	mean_flux_continuum	diff_wavelength	rms	telluric_wave_peak	telluric_fwhm	telluric_R	telluric_depth	grouped	reference_for_group	discarded
Ni 1	4945.444	494.5444	-0.820	3.7960	30616.805	2.0	6.3030	50837.124	2.0	5.0	0.740	0.750	AO	1.86E+08	8.270	-4.040	831.278	-7.221	831.278	1.000	0.620	46.140	p	d	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	494.5450	494.5113	494.5541		5023	5011	5026	0.374	0.263	494.5113	494.5541	5011	5026	494.5451	0.0051	-0.3728	1.000	9999.0000	0.0030	0.0121	7.3398	40845	0.373	0.371	0.0048	-5.01	48.0	3.6	107.3	0.844	1.000	0.0309	0.014	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4945.636	494.5636	-1.410	4.2090	33947.876	2.0	6.7150	54160.129	3.0	7.0	1.490	1.140	AO	1.02E+08	8.010	-4.630	958.280	-7.160	958.280	1.000	0.590	43.890	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	494.5640	494.5541	494.5883		5030	5026	5038	0.341	0.230	494.5541	494.5883	5026	5038	494.5641	0.0053	-0.3499	1.000	9999.0000	0.0037	0.0124	7.5245	39842	0.350	0.343	0.0046	-5.03	46.2	3.7	107.4	0.850	1.000	0.0316	0.018	0.0000	0.0000	0	0.000	False	False	False
Ni 1	4976.130	497.6130	-1.260	3.6060	29084.351	4.0	6.0970	49175.623	4.0	9.0	1.290	1.050	AO	1.15E+08	8.060	-4.870	843.282	-7.216	843.282	1.000	0.510	33.630	p	d	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	497.6140	497.5911	497.6234		6129	6120	6132	0.236	0.125	497.5911	497.6234	6120	6132	497.6135	0.0052	-0.2485	1.000	9999.0000	0.0045	0.0122	7.3566	40751	0.248	0.239	0.0032	-5.19	32.3	4.7	86.6	0.883	1.000	0.0311	0.014	0.0000	0.0000	0	0.000	False	False	False
Ni 1	4976.325	497.6325	-3.000	1.6760	13517.852	2.0	4.1670	33609.120	2.0	5.0	1.140	0.970	AO	1.45E+08	8.160	-6.140	229.256	-7.777	229.256	1.000	0.610	38.170	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	497.6330	497.6234	497.6477		6136	6132	6141	0.321	0.210	497.6234	497.6477	6132	6141	497.6328	0.0047	-0.3340	1.000	9999.0000	0.0040	0.0111	6.6900	44812	0.334	0.330	0.0039	-5.10	39.5	4.1	86.4	0.878	1.000	0.0283	0.013	0.0000	0.0000	0	0.000	False	False	False
Ni 1	4996.844	499.6844	-0.896	3.6350	29318.252	3.0	6.1160	49328.869	2.0	5.0	1.090	1.000	AO	1.78E+08	8.250	-4.540	831.278	-7.221	831.278	1.000	0.640	50.280	p	d	F	0	1	28.0	28.000000	28.00	K08	T	T	T	T	T	T	499.6840	499.6668	499.6988		6817	6811	6821	0.361	0.250	499.6668	499.6988	6811	6821	499.6847	0.0058	-0.3683	1.000	9999.0000	0.0043	0.0138	8.2553	36315	0.368	0.356	0.0054	-4.97	53.9	4.9	89.1	0.872	1.000	0.0351	0.016	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4999.112	499.9112	-1.640	4.1860	33762.366	2.0	6.6660	53764.915	3.0	7.0	0.680	1.080	GA	1.02E+08	8.010	-4.580	-7.600	-7.600	-7.600	1.000	0.510	32.410	d	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	499.9110	499.8842	499.9289		6888	6879	6893	0.247	0.136	499.8842	499.9289	6879	6893	499.9117	0.0054	-0.2538	1.000	9999.0000	0.0045	0.0127	7.5924	39486	0.254	0.247	0.0034	-5.16	34.2	4.7	88.3	0.914	1.000	0.0323	0.020	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5003.741	500.3741	-3.070	1.6760	13517.852	2.0	4.1540	33504.268	3.0	7.0	1.140	1.200	AO	1.41E+08	8.150	-6.150	228.255	-7.779	228.255	1.000	0.580	35.150	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	500.3740	500.3582	500.3899		7033	7028	7038	0.295	0.184	500.3582	500.3899	7028	7038	500.3746	0.0051	-0.2956	1.000	9999.0000	0.0055	0.0119	7.1300	42047	0.296	0.274	0.0037	-5.13	37.4	4.6	84.9	0.887	1.000	0.0303	0.016	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5010.022	501.0022	-0.980	3.7680	30390.969	1.0	6.2420	50345.126	2.0	5.0	0.010	0.950	GA	1.32E+08	8.120	-5.440	-7.590	-7.590	-7.590	1.000	0.570	37.980	p	s	F	0	1	28.0	28.000000	28.00	WLa	T	T	T	T	T	T	501.0020	500.9861	501.0144		7233	7227	7236	0.257	0.146	500.9861	501.0144	7227	7236	501.0026	0.0052	-0.2882	1.000	9999.0000	0.0059	0.0122	7.3239	40933	0.288	0.249	0.0038	-5.13	37.5	4.9	81.5	0.881	1.000	0.0312	0.028	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5012.438	501.2438	-0.530	3.6990	29834.446	3.0	6.1720	49780.537	3.0	7.0	1.300	1.230	AO	1.78E+08	8.250	-5.460	741.237	-7.263	741.237	1.000	0.710	65.530	p	s	F	0	1	28.0	28.000000	28.00	WLa	T	T	T	T	T	T	501.2440	501.2307	501.2588		7310	7305	7314	0.451	0.340	501.2307	501.2588	7305	7314	501.2446	0.0055	-0.4688	1.000	9999.0000	0.0038	0.0130	7.7981	38444	0.469	0.393	0.0065	-4.89	65.1	5.1	80.9	0.728	1.000	0.0332	0.033	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5018.436	501.8436	-1.100	2.8910	23317.488	2.5	5.3610	43239.382	2.5	6.0	2.000	1.870	AO	3.09E+08	8.490	-6.530	174.202	-7.886	174.202	1.000	0.880	238.020	s	p	F	0	2	26.1	26.000000	26.01	2009A&A...	T	T	T	T	T	T	501.8440	501.7914	501.8969		7502	7485	7519	0.766	0.655	501.7914	501.8969	7485	7519	501.8432	0.0144	-0.7396	1.000	9999.0000	0.0020	0.0338	20.2174	14828	0.740	0.722	0.0266	-4.27	266.5	10.3	87.7	0.782	1.000	0.0862	0.079	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5023.186	502.3186	-1.500	4.2830	34544.725	2.0	6.7510	54450.487	1.0	3.0	1.000	1.470	AO	2.40E+08	8.380	-4.760	1013.279	-7.135	1013.279	1.000	0.520	36.180	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	502.3190	502.3044	502.3351		7656	7651	7661	0.301	0.190	502.3044	502.3351	7651	7661	502.3189	0.0049	-0.3050	1.000	9999.0000	0.0043	0.0115	6.8676	43653	0.305	0.282	0.0037	-5.13	37.4	3.7	100.7	0.872	1.000	0.0293	0.017	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5023.498	502.3498	-1.670	4.3130	34786.693	5.0	6.7800	54684.390	4.0	9.0	1.220	1.140	AO	1.48E+08	8.170	-4.950	1051.281	-7.120	1051.281	1.000	0.420	27.060	d	f	F	0	1	26.0	26.000000	26.00	2014MNRAS.	T	T	T	T	T	T	502.3500	502.3351	502.3720		7666	7661	7673	0.237	0.126	502.3351	502.3720	7661	7673	502.3500	0.0052	-0.2364	1.000	9999.0000	0.0046	0.0122	7.2627	41278	0.236	0.225	0.0031	-5.21	30.6	4.0	101.8	0.903	1.000	0.0310	0.019	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5025.303	502.5303	-2.001	4.2840	34552.790	0.0	6.7510	54450.487	1.0	3.0	0.000	1.470	AO	9.77E+07	7.990	-4.760	1002.281	-7.140	1002.281	1.000	0.270	15.930	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	502.5300	502.5195	502.5409		7725	7721	7728	0.145	0.034	502.5195	502.5409	7721	7728	502.5306	0.0049	-0.1493	1.000	9999.0000	0.0075	0.0115	6.8511	43759	0.149	0.120	0.0018	-5.44	18.2	3.8	106.5	0.859	1.000	0.0293	0.010	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5030.778	503.0778	-2.830	3.2370	26108.166	6.0	5.7010	45981.668	7.0	15.0	1.170	1.150	GA	6.17E+06	6.790	-6.190	-7.820	-7.820	-7.820	1.000	0.380	20.970	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	503.0780	503.0661	503.0874		7904	7900	7907	0.188	0.077	503.0661	503.0874	7900	7907	503.0782	0.0049	-0.1864	1.000	9999.0000	0.0096	0.0114	6.8198	43959	0.186	0.152	0.0023	-5.35	22.7	3.3	121.5	0.850	1.000	0.0292	0.013	0.0000	0.0000	0	0.000	False	False	False
Sc 2	5031.021	503.1021	-0.400	1.3570	10944.943	2.0	3.8210	30818.444	1.0	3.0	1.000	1.010	GA	1.35E+08	8.130	-6.560	-7.830	-7.830	-7.830	1.000	0.760	73.530	d	p	F	0	2	21.1	21.000000	21.01	LD	T	T	T	T	T	T	503.1020	503.0874	503.1360		7912	7907	7923	0.541	0.430	503.0874	503.1360	7907	7923	503.1023	0.0054	-0.5413	1.000	9999.0000	0.0024	0.0127	7.5657	39625	0.541	0.533	0.0073	-4.84	73.2	3.1	121.2	0.834	1.000	0.0324	0.037	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5036.922	503.6922	-3.010	3.0170	24333.746	2.0	5.4780	44183.051	2.0	5.0	1.480	1.530	GA	4.47E+07	7.650	-6.170	-7.820	-7.820	-7.820	1.000	0.390	22.180	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	503.6920	503.6772	503.7073		8107	8102	8112	0.217	0.106	503.6772	503.7073	8102	8112	503.6926	0.0047	-0.2170	1.000	9999.0000	0.0062	0.0111	6.6133	45332	0.217	0.214	0.0026	-5.29	25.7	2.9	129.3	0.949	1.000	0.0283	0.005	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5038.398	503.8398	0.020	1.4300	11533.727	2.0	3.8900	31374.967	3.0	7.0	0.670	0.750	AO	1.38E+08	8.140	-5.700	396.275	-7.542	396.275	1.000	0.740	65.800	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	503.8400	503.8155	503.8515		8157	8148	8160	0.468	0.357	503.8155	503.8515	8148	8160	503.8406	0.0056	-0.5026	1.000	9999.0000	0.0034	0.0132	7.8480	38200	0.503	0.499	0.0071	-4.85	70.6	3.2	125.8	0.814	1.000	0.0336	0.033	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5047.126	504.7126	-2.179	4.5840	36972.455	3.0	7.0400	56781.429	3.0	7.0	1.080	1.080	GA	1.58E+08	8.200	-5.290	-7.690	-7.690	-7.690	1.000	0.120	6.240	d	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	504.7120	504.7012	504.7218		8449	8445	8452	0.048	-0.063	504.7012	504.7218	8445	8452	504.7119	0.0057	-0.0475	1.000	9999.0000	0.0144	0.0134	7.9668	37630	0.047	0.028	0.0007	-5.87	6.8	3.8	125.5	0.972	1.000	0.0342	0.005	0.0000	0.0000	0	0.000	False	False	False
C 1	5052.144	505.2144	-1.304	7.6850	61983.705	1.0	10.1380	81768.481	2.0	5.0	1.000	1.000	GA	4.90E+08	8.690	-4.690	-7.310	-7.310	-7.310	1.000	0.260	33.050	s	p	F	0	1	6.0	6.000000	6.00	1993A&AS..	T	T	T	T	T	T	505.2140	505.2022	505.2403		8620	8615	8628	0.194	0.083	505.2022	505.2403	8615	8628	505.2148	0.0071	-0.2028	1.000	9999.0000	0.0065	0.0167	9.8804	30342	0.203	0.190	0.0036	-5.15	35.9	4.7	121.0	0.903	1.000	0.0424	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5071.511	507.1511	-1.331	4.5590	36770.815	3.0	7.0030	56483.003	2.0	5.0	1.660	1.510	GA	2.00E+08	8.300	-4.190	-7.330	-7.330	-7.330	1.000	0.470	31.720	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	507.1490	507.1241	507.1638		9290	9281	9295	0.234	0.123	507.1241	507.1638	9281	9295	507.1490	0.0055	-0.2342	1.000	9999.0000	0.0044	0.0130	7.6668	39103	0.234	0.231	0.0032	-5.20	32.3	4.0	106.9	0.935	1.000	0.0330	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5073.724	507.3723	-2.300	4.2600	34359.219	1.0	6.7030	54063.342	2.0	5.0	1.500	1.010	GA	9.55E+07	7.980	-4.730	-7.510	-7.510	-7.510	1.000	0.170	9.200	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	507.3760	507.3647	507.3872		9371	9366	9374	0.040	-0.071	507.3647	507.3872	9366	9374	507.3746	0.0103	-0.0422	1.000	9999.0000	0.0181	0.0242	14.2830	20989	0.042	0.031	0.0011	-5.67	10.9	8.2	104.8	0.971	1.000	0.0616	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5078.975	507.8975	-0.292	4.3010	34689.906	1.0	6.7420	54377.898	2.0	5.0	-0.020	1.240	GA	2.40E+08	8.380	-4.820	-7.510	-7.510	-7.510	1.000	0.770	96.920	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	507.8980	507.8623	507.9098		9556	9543	9560	0.620	0.509	507.8623	507.9098	9543	9560	507.8980	0.0063	-0.6202	1.000	9999.0000	0.0022	0.0148	8.7555	34241	0.620	0.582	0.0098	-4.71	97.9	4.5	95.7	0.717	1.000	0.0378	0.043	0.0000	0.0000	0	0.000	False	False	False
Mn 1	5086.765	508.6765	-1.324	3.3780	27245.408	1.5	5.8150	46901.139	2.5	6.0	1.730	1.600	GA	1.05E+08	8.020	-5.870	-7.760	-7.760	-7.760	1.000	0.200	10.460	s	p	F	0	1	25.0	25.000000	25.00	K07	T	T	T	T	T	T	508.6770	508.6593	508.6841		9837	9830	9839	0.075	-0.036	508.6593	508.6841	9830	9839	508.6774	0.0057	-0.0748	1.000	9999.0000	0.0100	0.0134	7.8906	37994	0.075	0.064	0.0011	-5.68	10.7	5.0	94.9	0.938	1.000	0.0341	0.008	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5087.058	508.7058	-0.880	1.4300	11533.727	2.0	3.8660	31181.393	1.0	3.0	0.670	0.510	AO	2.29E+07	7.360	-6.010	298.243	-7.660	298.243	1.000	0.400	23.660	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	508.7060	508.6841	508.7226		9847	9839	9853	0.217	0.106	508.6841	508.7226	9839	9853	508.7057	0.0056	-0.2140	1.000	9999.0000	0.0043	0.0131	7.7275	38796	0.214	0.205	0.0030	-5.23	29.9	4.7	94.4	0.914	1.000	0.0334	0.024	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5100.655	510.0655	-4.197	2.8070	22639.981	4.5	5.2370	42239.254	3.5	8.0	1.310	1.400	AO	3.47E+08	8.540	-6.530	173.221	-7.892	173.221	1.000	0.330	19.340	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	510.0650	510.0522	510.0755		10306	10302	10309	0.148	0.037	510.0522	510.0755	10302	10309	510.0659	0.0056	-0.1476	1.000	9999.0000	0.0109	0.0132	7.7815	38526	0.148	0.137	0.0021	-5.39	20.8	4.3	106.5	0.936	1.000	0.0337	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5104.030	510.4030	-2.770	3.0170	24333.746	2.0	5.4460	43924.953	3.0	7.0	1.480	1.480	AO	1.51E+08	8.180	-5.800	213.260	-7.809	213.260	1.000	0.520	31.970	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	510.4030	510.3867	510.4099		10408	10403	10410	0.249	0.138	510.3867	510.4099	10403	10410	510.4034	0.0059	-0.2450	1.000	9999.0000	0.0082	0.0138	8.1169	36934	0.245	0.213	0.0036	-5.15	36.0	4.3	108.3	0.885	1.000	0.0352	0.019	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5104.438	510.4438	-1.590	4.2830	34544.725	2.0	6.7120	54135.930	1.0	3.0	1.000	1.550	AO	2.40E+08	8.380	-4.720	960.279	-7.159	960.279	1.000	0.470	31.940	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	510.4440	510.4330	510.4759		10421	10417	10430	0.255	0.144	510.4330	510.4759	10417	10430	510.4444	0.0053	-0.2722	1.000	9999.0000	0.0047	0.0125	7.3343	40875	0.272	0.272	0.0036	-5.15	36.2	3.8	109.0	0.897	1.000	0.0318	0.014	0.0000	0.0000	0	0.000	False	False	False
Co 1	5108.901	510.8901	-0.030	3.9300	31697.588	4.5	6.3560	51264.597	4.5	10.0	1.130	1.080	GA	1.45E+08	8.160	-4.540	-7.500	-7.500	-7.500	1.000	0.240	13.140	p	d	F	0	1	27.0	27.000000	27.00	K08	T	T	T	T	T	T	510.8910	510.8740	510.9003		10557	10551	10559	0.059	-0.052	510.8740	510.9003	10551	10559	510.8916	0.0081	-0.0654	1.000	9999.0000	0.0215	0.0190	11.1248	26948	0.065	0.046	0.0013	-5.59	13.2	6.0	112.3	0.948	1.000	0.0483	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5136.795	513.6795	-4.356	2.8440	22938.408	2.5	5.2570	42400.565	1.5	4.0	1.020	1.040	AO	3.47E+08	8.540	-6.530	173.227	-7.893	173.227	1.000	0.250	13.830	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	513.6800	513.6681	513.6902		11424	11420	11427	0.109	-0.002	513.6681	513.6902	11420	11427	513.6803	0.0051	-0.1081	1.000	9999.0000	0.0093	0.0120	7.0208	42700	0.108	0.069	0.0014	-5.57	13.8	3.4	127.7	0.856	1.000	0.0307	0.016	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5148.662	514.8662	-1.840	3.6790	29673.136	3.0	6.0860	49086.901	4.0	9.0	1.210	1.330	GA	1.51E+08	8.180	-5.460	-7.580	-7.580	-7.580	1.000	0.200	11.050	p	s	F	0	1	28.0	28.000000	28.00	WLa	T	T	T	T	T	T	514.8670	514.8507	514.8754		11805	11799	11807	0.082	-0.029	514.8507	514.8754	11799	11807	514.8676	0.0058	-0.0857	1.000	9999.0000	0.0117	0.0136	7.8918	37988	0.086	0.084	0.0012	-5.62	12.4	5.1	93.1	0.959	1.000	0.0345	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5151.911	515.1911	-3.322	1.0110	8154.265	1.0	3.4170	27559.964	2.0	5.0	-0.010	1.000	AO	1.70E+07	7.230	-6.150	248.245	-7.740	248.245	1.000	0.830	96.590	s	p	F	0	1	26.0	26.000000	26.00	GESB79b+BW	T	T	T	T	T	T	515.1910	515.1653	515.2083		11910	11901	11915	0.653	0.542	515.1653	515.2083	11901	11915	515.1916	0.0061	-0.6642	1.000	9999.0000	0.0024	0.0143	8.3140	36059	0.664	0.659	0.0101	-4.71	101.0	4.7	83.2	0.815	1.000	0.0364	0.021	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5180.056	518.0056	-1.160	4.4730	36077.179	3.0	6.8660	55378.027	2.0	5.0	0.790	0.680	AO	1.35E+08	8.130	-4.860	1152.293	-7.082	1152.293	1.000	0.570	45.430	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	518.0060	517.9873	518.0254		12847	12840	12853	0.357	0.246	517.9873	518.0254	12840	12853	518.0066	0.0055	-0.3647	1.000	9999.0000	0.0036	0.0130	7.4967	39990	0.365	0.344	0.0050	-5.01	50.3	5.4	74.9	0.898	1.000	0.0330	0.019	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5194.040	519.4040	-0.650	2.1030	16961.838	3.0	4.4890	36206.226	4.0	9.0	1.260	1.340	AO	9.33E+07	7.970	-5.310	796.233	-7.231	796.233	1.000	0.190	11.030	p	s	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	519.4050	519.3900	519.4244		13330	13324	13336	0.090	-0.021	519.3900	519.4244	13324	13336	519.4051	0.0053	-0.0983	1.000	9999.0000	0.0084	0.0124	7.1540	41906	0.098	0.093	0.0013	-5.60	13.0	5.1	85.2	0.977	1.000	0.0316	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5197.936	519.7936	-1.540	4.3010	34689.906	1.0	6.6860	53926.226	1.0	3.0	-0.020	0.730	AO	2.40E+08	8.380	-4.010	925.279	-7.175	925.279	1.000	0.480	33.620	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	519.7940	519.7778	519.8176		13466	13460	13474	0.278	0.168	519.7778	519.8176	13460	13474	519.7938	0.0049	-0.2835	1.000	9999.0000	0.0037	0.0116	6.7112	44671	0.284	0.281	0.0035	-5.17	35.1	4.2	90.3	0.925	1.000	0.0296	0.006	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5200.172	520.0172	-0.580	3.3850	27301.866	1.0	5.7680	46522.059	2.0	5.0	3.010	1.990	AO	1.20E+08	8.080	-5.270	747.238	-7.260	747.238	1.000	0.340	21.490	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	520.0170	519.9933	520.0273		13545	13536	13548	0.167	0.057	519.9933	520.0273	13536	13548	520.0168	0.0052	-0.1773	1.000	9999.0000	0.0058	0.0124	7.1241	42082	0.177	0.171	0.0023	-5.35	23.3	4.5	93.5	0.907	1.000	0.0315	0.004	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5201.080	520.1080	-0.660	2.0920	16873.118	2.0	4.4750	36093.309	3.0	7.0	1.000	1.240	AO	9.33E+07	7.970	-5.310	790.234	-7.234	790.234	1.000	0.190	11.050	p	s	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	520.1080	520.0866	520.1205		13577	13569	13581	0.096	-0.015	520.0866	520.1205	13569	13581	520.1082	0.0056	-0.0946	1.000	9999.0000	0.0076	0.0133	7.6516	39180	0.095	0.085	0.0013	-5.59	13.4	4.9	95.1	0.971	1.000	0.0338	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5213.806	521.3806	-2.760	3.9430	31802.441	3.0	6.3210	50982.304	4.0	9.0	1.090	1.240	AO	1.20E+08	8.080	-4.900	773.280	-7.253	773.280	1.000	0.120	6.720	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	521.3800	521.3674	521.3949		14013	14009	14017	0.058	-0.053	521.3674	521.3949	14009	14017	521.3814	0.0050	-0.0578	1.000	9999.0000	0.0167	0.0117	6.7328	44527	0.058	0.055	0.0007	-5.86	7.2	3.8	108.3	0.981	1.000	0.0298	0.002	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5220.291	522.0290	-1.310	3.7400	30165.135	2.0	6.1140	49312.735	3.0	7.0	0.990	1.000	AO	9.77E+07	7.990	-4.640	854.280	-7.210	854.280	1.000	0.410	26.350	p	d	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	522.0290	522.0180	522.0586		14204	14200	14212	0.192	0.081	522.0180	522.0586	14200	14212	522.0292	0.0055	-0.2075	1.000	9999.0000	0.0057	0.0131	7.5000	39972	0.207	0.201	0.0029	-5.26	28.8	4.0	110.2	0.937	1.000	0.0333	0.009	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5223.620	522.3620	-0.490	2.0920	16873.118	2.0	4.4650	36012.655	2.0	5.0	1.000	1.030	AO	9.33E+07	7.970	-5.310	786.234	-7.237	786.234	1.000	0.250	15.470	X	X	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	522.3610	522.3360	522.3765		14302	14294	14306	0.111	0.000	522.3360	522.3765	14294	14306	522.3616	0.0065	-0.1089	1.000	9999.0000	0.0079	0.0152	8.7277	34350	0.109	0.107	0.0018	-5.47	17.6	4.7	112.1	0.965	1.000	0.0387	0.008	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5224.064	522.4064	-0.870	3.4100	27503.506	3.0	5.7820	46634.976	3.0	7.0	1.760	1.770	GA	1.20E+08	8.080	-5.260	-7.550	-7.550	-7.550	1.000	0.210	11.930	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	522.4070	522.3967	522.4170		14316	14312	14318	0.081	-0.029	522.3967	522.4170	14312	14318	522.4081	0.0062	-0.0862	1.000	9999.0000	0.0149	0.0145	8.3458	35921	0.086	0.072	0.0013	-5.59	13.3	4.6	111.9	0.918	1.000	0.0371	0.004	0.0000	0.0000	0	0.000	False	False	False
Cr 2	5237.328	523.7328	-1.144	4.0730	32850.960	4.5	6.4400	51942.104	4.5	10.0	1.330	1.340	AO	2.34E+08	8.370	-6.560	225.213	-7.776	225.213	1.000	0.610	52.820	d	p	F	0	2	24.1	24.000000	24.01	K10	T	T	T	T	T	T	523.7320	523.7171	523.7536		14712	14707	14718	0.364	0.253	523.7171	523.7536	14707	14718	523.7324	0.0057	-0.3732	1.000	9999.0000	0.0041	0.0134	7.6822	39024	0.373	0.372	0.0053	-4.99	53.3	3.2	131.5	0.912	1.000	0.0342	0.006	0.0000	0.0000	0	0.000	False	False	False
Cr 2	5246.768	524.6768	-2.466	3.7140	29955.430	0.5	6.0760	49006.247	1.5	4.0	2.690	1.800	AO	2.09E+08	8.320	-6.490	186.227	-7.862	186.227	1.000	0.250	15.050	s	p	F	0	2	24.1	24.000000	24.01	PGBH	T	T	T	T	T	T	524.6770	524.6645	524.6906		14999	14995	15003	0.125	0.014	524.6645	524.6906	14995	15003	524.6774	0.0054	-0.1255	1.000	9999.0000	0.0082	0.0126	7.1990	41644	0.126	0.106	0.0017	-5.49	16.8	3.2	140.5	0.883	1.000	0.0321	0.010	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5250.646	525.0646	-2.180	2.1980	17728.065	2.0	4.5590	36770.815	3.0	7.0	1.820	1.660	AO	1.78E+08	8.250	-6.060	344.268	-7.602	344.268	1.000	0.800	99.620	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	525.0650	525.0392	525.0847		15118	15110	15124	0.654	0.543	525.0392	525.0847	15110	15124	525.0652	0.0063	-0.6537	1.000	9999.0000	0.0031	0.0147	8.4153	35625	0.654	0.630	0.0103	-4.71	102.6	3.0	135.2	0.826	1.000	0.0376	0.027	0.0000	0.0000	0	0.000	False	False	False
Co 1	5254.648	525.4648	-0.239	3.9710	32028.275	3.5	6.3300	51054.893	3.5	8.0	1.400	1.400	GA	1.78E+08	8.250	-4.500	-7.510	-7.510	-7.510	1.000	0.150	8.120	p	d	F	0	1	27.0	27.000000	27.00	K08	T	T	T	T	T	T	525.4650	525.4377	525.4732		15242	15233	15244	0.052	-0.059	525.4377	525.4732	15233	15244	525.4660	0.0066	-0.0507	1.000	9999.0000	0.0123	0.0155	8.8298	33952	0.051	0.048	0.0008	-5.80	8.3	4.4	128.6	0.865	1.000	0.0394	0.004	0.0000	0.0000	0	0.000	False	False	False
