element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support	wave_peak	wave_base	wave_top	note	peak	base	top	depth	relative_depth	wave_base_fit	wave_top_fit	base_fit	top_fit	mu	sig	A	baseline	gamma	mu_err	fwhm	fwhm_kms	R	depth_fit	relative_depth_fit	integrated_flux	ewr	ew	ew_err	snr	mean_flux	mean_flux_continuum	diff_wavelength	rms	telluric_wave_peak	telluric_fwhm	telluric_R	telluric_depth	grouped	reference_for_group	discarded
Fe 2	5264.802	526.4802	-3.130	3.2300	26051.707	2.5	5.5850	45046.064	1.5	4.0	0.570	1.150	AO	3.63E+08	8.560	-6.530	186.300	-7.875	186.300	1.000	0.590	45.430	s	p	F	0	2	26.1	26.000000	26.01	2009A&A...	T	T	T	T	T	T	526.4800	526.4601	526.4983		15559	15552	15564	0.345	0.234	526.4601	526.4983	15552	15564	526.4810	0.0054	-0.3552	1.000	9999.0000	0.0039	0.0127	7.2559	41317	0.355	0.345	0.0048	-5.04	48.2	3.6	112.5	0.903	1.000	0.0325	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5267.269	526.7269	-1.596	4.3710	35254.491	4.0	6.7250	54240.783	4.0	9.0	1.100	0.900	AO	2.09E+08	8.320	-4.540	973.280	-7.153	973.280	1.000	0.410	28.260	p	d	F	0	1	26.0	26.000000	26.00	BK	T	T	T	T	T	T	526.7270	526.7141	526.7553		15637	15632	15645	0.196	0.085	526.7141	526.7553	15632	15645	526.7274	0.0060	-0.2126	1.000	9999.0000	0.0059	0.0142	8.0705	37147	0.213	0.193	0.0032	-5.22	32.1	4.3	111.1	0.925	1.000	0.0361	0.018	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5270.356	527.0356	-1.338	1.6080	12969.395	2.0	3.9600	31939.555	1.0	3.0	0.670	0.510	AO	5.50E+06	6.740	-6.170	288.255	-7.677	288.255	1.000	0.900	289.330	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	527.0330	526.9986	527.0900		15733	15722	15751	0.831	0.720	526.9986	527.0900	15722	15751	527.0331	0.0136	-0.8429	1.000	9999.0000	0.0035	0.0319	18.1599	16508	0.843	0.794	0.0286	-4.26	286.4	7.7	108.1	0.655	1.000	0.0813	0.066	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5275.747	527.5747	-0.023	2.8890	23301.356	2.0	5.2390	42255.384	2.0	5.0	2.330	2.000	GA	1.23E+08	8.090	-3.950	-7.530	-7.530	-7.530	1.000	0.700	73.770	p	d	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	527.5750	527.5514	527.5888		15906	15898	15910	0.484	0.373	527.5514	527.5888	15898	15910	527.5760	0.0062	-0.4819	1.000	9999.0000	0.0032	0.0146	8.2769	36220	0.482	0.464	0.0075	-4.85	74.7	4.1	111.0	0.738	1.000	0.0371	0.035	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5293.959	529.3959	-1.770	4.1430	33415.550	3.0	6.4840	52296.989	2.0	5.0	1.070	1.160	AO	1.74E+08	8.240	-6.020	290.250	-7.673	290.250	1.000	0.450	28.830	d	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	529.3960	529.3786	529.4241		16497	16491	16506	0.238	0.127	529.3786	529.4241	16491	16506	529.3965	0.0050	-0.2371	1.000	9999.0000	0.0040	0.0118	6.6569	45035	0.237	0.233	0.0030	-5.25	29.7	3.2	122.3	0.944	1.000	0.0300	0.013	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5295.312	529.5312	-1.590	4.4150	35609.376	3.0	6.7560	54490.816	3.0	7.0	0.890	0.480	AO	2.09E+08	8.320	-4.670	1014.281	-7.135	1014.281	1.000	0.390	26.830	p	d	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	529.5310	529.5120	529.5574		16542	16535	16550	0.225	0.114	529.5120	529.5574	16535	16550	529.5319	0.0049	-0.2318	1.000	9999.0000	0.0043	0.0116	6.5644	45669	0.232	0.228	0.0029	-5.27	28.6	3.1	124.4	0.953	1.000	0.0295	0.002	0.0000	0.0000	0	0.000	False	False	False
Cr 2	5308.408	530.8408	-1.880	4.0710	32834.830	3.5	6.4060	51667.876	2.5	6.0	1.230	1.030	AO	2.34E+08	8.370	-6.550	225.218	-7.777	225.218	1.000	0.350	23.060	d	p	F	0	2	24.1	24.000000	24.01	K10	T	T	T	T	T	T	530.8420	530.8268	530.8564		16980	16974	16984	0.187	0.076	530.8268	530.8564	16974	16984	530.8431	0.0054	-0.1935	1.000	9999.0000	0.0060	0.0126	7.1362	42010	0.193	0.193	0.0026	-5.31	26.0	3.7	115.3	0.949	1.000	0.0322	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5319.035	531.9035	-1.822	4.8350	38996.906	1.0	7.1650	57789.622	2.0	5.0	0.490	0.790	GA	1.86E+08	8.270	-4.690	-7.320	-7.320	-7.320	1.000	0.140	8.270	p	s	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	531.9030	531.8914	531.9117		17341	17337	17344	0.070	-0.041	531.8914	531.9117	17337	17344	531.9033	0.0051	-0.0688	1.000	9999.0000	0.0155	0.0120	6.7820	44204	0.069	0.058	0.0009	-5.78	8.8	5.3	80.2	0.945	1.000	0.0307	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5325.552	532.5552	-3.160	3.2210	25979.117	3.5	5.5490	44755.702	3.5	8.0	0.980	1.290	AO	2.95E+08	8.470	-6.530	179.252	-7.883	179.252	1.000	0.570	44.570	s	p	F	0	2	26.1	26.000000	26.01	2009A&A...	T	T	T	T	T	T	532.5550	532.5413	532.5786		17567	17562	17575	0.334	0.223	532.5413	532.5786	17562	17575	532.5555	0.0054	-0.3330	1.000	9999.0000	0.0036	0.0128	7.2210	41517	0.333	0.312	0.0045	-5.07	45.5	5.4	75.6	0.902	1.000	0.0327	0.018	0.0000	0.0000	0	0.000	False	False	False
Cr 2	5334.869	533.4869	-1.611	4.0720	32842.895	1.5	6.3960	51587.219	1.5	4.0	0.410	0.410	AO	2.34E+08	8.370	-6.550	226.236	-7.779	226.236	1.000	0.460	33.200	d	p	F	0	2	24.1	24.000000	24.01	K10	T	T	T	T	T	T	533.4860	533.4571	533.5133		17881	17872	17888	0.229	0.118	533.4571	533.5133	17872	17888	533.4871	0.0058	-0.2382	1.000	9999.0000	0.0048	0.0137	7.7039	38915	0.238	0.238	0.0035	-5.19	34.8	4.7	95.4	0.948	1.000	0.0349	0.006	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5351.068	535.1068	-0.067	2.7780	22406.082	3.0	5.0940	41085.880	3.0	7.0	1.000	1.010	AO	8.51E+07	7.930	-5.230	811.248	-7.226	811.248	1.000	0.160	9.780	p	s	F	0	1	22.0	22.000000	22.00	K10	T	T	T	T	T	T	535.1060	535.0954	535.1297		18347	18343	18353	0.070	-0.041	535.0954	535.1297	18343	18353	535.1063	0.0066	-0.0753	1.000	9999.0000	0.0125	0.0155	8.6620	34610	0.075	0.073	0.0012	-5.64	12.4	4.9	110.5	0.975	1.000	0.0394	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5379.574	537.9574	-1.514	3.6950	29802.185	4.0	5.9990	48385.199	5.0	11.0	0.980	1.020	AO	7.08E+07	7.850	-6.120	363.249	-7.575	363.249	1.000	0.670	60.610	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	537.9570	537.9360	537.9856		19192	19185	19200	0.442	0.331	537.9360	537.9856	19185	19200	537.9580	0.0054	-0.4524	1.000	9999.0000	0.0030	0.0128	7.1063	42187	0.452	0.450	0.0061	-4.94	61.4	2.2	175.1	0.904	1.000	0.0325	0.006	0.0000	0.0000	0	0.000	False	False	False
Ti 2	5381.022	538.1022	-1.970	1.5660	12630.642	1.5	3.8690	31205.589	2.5	6.0	0.800	0.870	GA	1.41E+08	8.150	-6.590	-7.850	-7.850	-7.850	1.000	0.650	54.640	d	p	F	0	2	22.1	22.000000	22.01	2013ApJS..	T	T	T	T	T	T	538.1020	538.0846	538.1275		19236	19230	19243	0.402	0.291	538.0846	538.1275	19230	19243	538.1027	0.0056	-0.4217	1.000	9999.0000	0.0036	0.0133	7.4106	40455	0.422	0.411	0.0060	-4.95	59.7	2.3	175.5	0.892	1.000	0.0339	0.015	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5392.331	539.2331	-1.315	4.1540	33504.268	3.0	6.4520	52038.891	2.0	5.0	1.200	0.670	AO	2.24E+08	8.350	-5.580	870.229	-7.192	870.229	1.000	0.210	13.210	d	f	F	0	1	28.0	28.000000	28.00	K08	T	T	T	T	T	T	539.2330	539.2168	539.2557		19581	19576	19588	0.100	-0.010	539.2168	539.2557	19576	19588	539.2338	0.0051	-0.1010	1.000	9999.0000	0.0089	0.0119	6.6134	45331	0.101	0.096	0.0013	-5.63	12.8	2.4	170.5	0.971	1.000	0.0303	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5414.070	541.4070	-3.580	3.2210	25979.117	3.5	5.5110	44449.214	3.5	8.0	0.980	1.400	AO	3.63E+08	8.560	-6.530	185.303	-7.878	185.303	1.000	0.410	27.660	s	p	F	0	2	26.1	26.000000	26.01	2009A&A...	T	T	T	T	T	T	541.4070	541.3898	541.4338		20263	20257	20271	0.209	0.098	541.3898	541.4338	20257	20271	541.4076	0.0052	-0.2127	1.000	9999.0000	0.0049	0.0123	6.8383	43840	0.213	0.209	0.0028	-5.29	28.0	2.6	157.8	0.945	1.000	0.0315	0.009	0.0000	0.0000	0	0.000	False	False	False
Ti 2	5418.768	541.8768	-2.130	1.5820	12759.691	2.5	3.8690	31205.589	2.5	6.0	1.200	0.870	GA	1.41E+08	8.150	-6.590	-7.850	-7.850	-7.850	1.000	0.590	46.490	d	p	F	0	2	22.1	22.000000	22.01	2013ApJS..	T	T	T	T	T	T	541.8760	541.8554	541.8991		20413	20406	20420	0.371	0.261	541.8554	541.8991	20406	20420	541.8774	0.0052	-0.3713	1.000	9999.0000	0.0043	0.0124	6.8370	43849	0.371	0.368	0.0049	-5.05	48.8	2.4	163.0	0.921	1.000	0.0315	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5436.295	543.6295	-1.440	4.3870	35383.542	5.0	6.6670	53772.980	4.0	9.0	1.250	1.230	AO	2.00E+08	8.300	-5.410	899.279	-7.187	899.279	1.000	0.470	34.970	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	543.6290	543.6136	543.6437		20985	20979	20989	0.282	0.172	543.6136	543.6437	20979	20989	543.6298	0.0053	-0.3018	1.000	9999.0000	0.0047	0.0125	6.8921	43498	0.302	0.297	0.0040	-5.13	40.1	2.5	159.6	0.887	1.000	0.0318	0.012	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5441.339	544.1339	-1.630	4.3130	34786.693	5.0	6.5900	53151.936	4.0	9.0	1.220	1.440	AO	2.04E+08	8.310	-4.700	807.278	-7.234	807.278	1.000	0.420	29.230	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	544.1340	544.1102	544.1612		21152	21144	21161	0.244	0.134	544.1102	544.1612	21144	21161	544.1342	0.0052	-0.2408	1.000	9999.0000	0.0039	0.0123	6.7820	44204	0.241	0.239	0.0032	-5.24	31.6	2.7	149.4	0.943	1.000	0.0314	0.009	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5442.406	544.2406	-1.060	3.4220	27600.291	3.0	5.6990	45965.534	2.0	5.0	0.750	0.860	AO	8.32E+07	7.920	-5.380	358.242	-7.580	358.242	1.000	0.140	8.090	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	544.2400	544.2210	544.2569		21188	21181	21193	0.077	-0.033	544.2210	544.2569	21181	21193	544.2415	0.0054	-0.0758	1.000	9999.0000	0.0083	0.0127	6.9820	42938	0.076	0.075	0.0010	-5.73	10.2	3.0	147.4	0.980	1.000	0.0323	0.007	0.0000	0.0000	0	0.000	False	False	False
Co 1	5454.570	545.4570	0.238	4.0720	32842.895	4.5	6.3440	51167.810	4.5	10.0	1.310	1.340	GA	2.63E+08	8.420	-4.610	-7.510	-7.510	-7.510	1.000	0.280	17.310	d	f	F	0	1	27.0	27.000000	27.00	K08	T	T	T	T	T	T	545.4570	545.4402	545.4724		21599	21593	21604	0.107	-0.004	545.4402	545.4724	21593	21604	545.4577	0.0062	-0.1075	1.000	9999.0000	0.0083	0.0145	7.9918	37512	0.108	0.095	0.0017	-5.52	16.6	3.9	129.0	0.967	1.000	0.0370	0.007	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5455.609	545.5609	-2.093	1.0110	8154.265	1.0	3.2830	26479.181	1.0	3.0	-0.010	1.500	AO	1.38E+07	7.140	-6.220	243.247	-7.749	243.247	1.000	0.890	234.970	s	p	F	0	1	26.0	26.000000	26.00	BKK+BWL	T	T	T	T	T	T	545.5600	545.5513	545.6126		21634	21631	21652	0.799	0.689	545.5513	545.6126	21631	21652	545.5599	0.0123	-0.7985	1.000	9999.0000	0.0029	0.0289	15.8675	18893	0.798	0.769	0.0245	-4.35	245.4	5.8	127.1	0.782	1.000	0.0736	0.051	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5466.987	546.6987	-2.233	3.5730	28818.188	5.0	5.8410	47110.843	4.0	9.0	1.000	0.880	GA	3.31E+07	7.520	-5.820	-7.820	-7.820	-7.820	1.000	0.490	32.680	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	546.6980	546.6756	546.7151		21982	21975	21986	0.239	0.128	546.6756	546.7151	21975	21986	546.6989	0.0057	-0.2503	1.000	9999.0000	0.0056	0.0135	7.3801	40622	0.250	0.242	0.0036	-5.18	35.9	3.2	136.6	0.941	1.000	0.0343	0.011	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5472.709	547.2709	-1.495	4.2090	33947.876	2.0	6.4740	52216.332	1.0	3.0	1.490	1.420	AO	1.02E+08	8.010	-5.470	752.215	-7.253	752.215	1.000	0.520	40.270	d	f	F	0	1	26.0	26.000000	26.00	BK	T	T	T	T	T	T	547.2700	547.2375	547.2910		22142	22132	22147	0.284	0.173	547.2375	547.2910	22132	22147	547.2708	0.0058	-0.3046	1.000	9999.0000	0.0044	0.0138	7.5348	39788	0.305	0.304	0.0045	-5.09	44.6	3.2	137.2	0.930	1.000	0.0350	0.012	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5473.163	547.3163	-2.040	4.1910	33802.695	2.0	6.4560	52071.151	2.0	5.0	1.500	1.810	AO	2.82E+08	8.450	-4.470	929.278	-7.173	929.278	1.000	0.280	18.040	p	d	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	547.3160	547.2980	547.3301		22155	22149	22158	0.128	0.017	547.2980	547.3301	22149	22158	547.3166	0.0057	-0.1447	1.000	9999.0000	0.0096	0.0133	7.2935	41104	0.145	0.145	0.0021	-5.43	20.5	3.3	136.8	0.955	1.000	0.0339	0.007	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5487.145	548.7145	-1.430	4.4150	35609.376	3.0	6.6740	53829.439	3.0	7.0	0.890	1.110	AO	2.09E+08	8.320	-4.690	908.279	-7.183	908.279	1.000	0.460	34.300	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	548.7140	548.6856	548.7346		22551	22542	22556	0.241	0.130	548.6856	548.7346	22542	22556	548.7148	0.0056	-0.2648	1.000	9999.0000	0.0050	0.0131	7.1521	41917	0.265	0.254	0.0037	-5.17	36.9	3.0	142.5	0.925	1.000	0.0334	0.018	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5491.832	549.1832	-2.188	4.1860	33762.366	2.0	6.4430	51966.299	3.0	7.0	0.680	1.310	GA	1.23E+08	8.090	-5.630	-7.690	-7.690	-7.690	1.000	0.230	13.550	d	p	F	0	1	26.0	26.000000	26.00	BK	T	T	T	T	T	T	549.1830	549.1530	549.1984		22685	22676	22689	0.100	-0.011	549.1530	549.1984	22676	22689	549.1834	0.0056	-0.0995	1.000	9999.0000	0.0081	0.0133	7.2619	41283	0.099	0.096	0.0014	-5.59	14.1	3.1	149.7	0.974	1.000	0.0339	0.005	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5494.880	549.4880	-1.160	4.1050	33109.058	3.0	6.3610	51304.926	3.0	7.0	1.190	1.080	AO	2.09E+08	8.320	-5.410	814.236	-7.222	814.236	1.000	0.300	19.280	d	f	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	549.4880	549.4757	549.5069		22773	22769	22778	0.152	0.041	549.4757	549.5069	22769	22778	549.4884	0.0056	-0.1548	1.000	9999.0000	0.0075	0.0131	7.1346	42019	0.155	0.154	0.0022	-5.41	21.5	2.9	153.7	0.955	1.000	0.0333	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5522.446	552.2446	-1.450	4.2090	33947.876	2.0	6.4530	52046.956	2.0	5.0	1.490	1.570	AO	1.05E+08	8.020	-5.570	744.215	-7.257	744.215	1.000	0.540	42.620	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	552.2440	552.2297	552.2663		23585	23580	23591	0.320	0.209	552.2297	552.2663	23580	23591	552.2451	0.0053	-0.3265	1.000	9999.0000	0.0044	0.0125	6.7632	44327	0.327	0.318	0.0043	-5.11	43.3	2.4	163.0	0.924	1.000	0.0317	0.007	0.0000	0.0000	0	0.000	False	False	False
Sc 2	5526.790	552.6790	0.024	1.7680	14259.882	4.0	4.0110	32350.898	3.0	7.0	1.000	1.000	GA	2.24E+08	8.350	-6.570	-7.810	-7.810	-7.810	1.000	0.710	77.790	d	p	F	0	2	21.1	21.000000	21.01	LD	T	T	T	T	T	T	552.6810	552.6480	552.7108		23716	23706	23725	0.522	0.412	552.6480	552.7108	23706	23725	552.6818	0.0057	-0.5268	1.000	9999.0000	0.0028	0.0135	7.3011	41061	0.527	0.526	0.0075	-4.86	75.5	2.4	163.8	0.882	1.000	0.0343	0.012	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5534.838	553.4838	-2.865	3.2450	26172.689	5.5	5.4840	44231.445	4.5	10.0	1.090	1.320	AO	2.88E+08	8.460	-6.520	178.239	-7.883	178.239	1.000	0.620	56.450	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	553.4840	553.4702	553.5062		23961	23956	23967	0.393	0.282	553.4702	553.5062	23956	23967	553.4847	0.0056	-0.4172	1.000	9999.0000	0.0040	0.0131	7.1191	42111	0.417	0.414	0.0058	-4.98	58.4	2.4	168.1	0.892	1.000	0.0335	0.021	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5538.516	553.8516	-1.540	4.2180	34020.464	1.0	6.4560	52071.151	2.0	5.0	1.490	1.810	GA	2.82E+08	8.450	-4.470	-7.480	-7.480	-7.480	1.000	0.500	37.370	p	d	F	0	1	26.0	26.000000	26.00	2014MNRAS.	T	T	T	T	T	T	553.8510	553.8288	553.8710		24073	24066	24079	0.290	0.179	553.8288	553.8710	24066	24079	553.8520	0.0053	-0.2892	1.000	9999.0000	0.0051	0.0124	6.7089	44686	0.289	0.284	0.0038	-5.16	38.2	2.3	172.4	0.932	1.000	0.0316	0.007	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5539.280	553.9280	-2.560	3.6420	29374.711	3.0	5.8790	47417.335	2.0	5.0	1.330	1.140	AO	3.24E+07	7.510	-6.140	383.260	-7.554	383.260	1.000	0.290	17.970	X	X	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	553.9270	553.9133	553.9457		24097	24092	24102	0.143	0.032	553.9133	553.9457	24092	24102	553.9287	0.0054	-0.1431	1.000	9999.0000	0.0070	0.0126	6.8372	43847	0.143	0.130	0.0019	-5.46	19.2	2.5	173.0	0.960	1.000	0.0322	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5543.147	554.3147	-1.470	3.6950	29802.185	4.0	5.9310	47836.743	3.0	7.0	0.980	0.670	AO	1.29E+07	7.110	-6.130	373.316	-7.576	373.316	1.000	0.670	63.380	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	554.3180	554.2888	554.3437		24218	24208	24225	0.425	0.314	554.2888	554.3437	24208	24225	554.3196	0.0060	-0.4353	1.000	9999.0000	0.0030	0.0141	7.6377	39252	0.435	0.421	0.0065	-4.93	65.4	2.5	174.4	0.887	1.000	0.0360	0.035	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5546.506	554.6506	-1.210	4.3710	35254.491	4.0	6.6060	53280.983	5.0	11.0	1.100	1.220	AO	2.04E+08	8.310	-5.060	825.278	-7.224	825.278	1.000	0.560	47.430	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	554.6500	554.6269	554.6686		24321	24313	24326	0.368	0.257	554.6269	554.6686	24313	24326	554.6513	0.0055	-0.3791	1.000	9999.0000	0.0037	0.0129	6.9875	42904	0.379	0.376	0.0052	-5.03	52.2	2.3	175.1	0.906	1.000	0.0329	0.013	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5546.990	554.6990	-1.810	4.2180	34020.464	1.0	6.4520	52038.891	1.0	3.0	1.490	0.800	AO	3.47E+08	8.540	-5.460	742.238	-7.263	742.238	1.000	0.370	25.530	p	s	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	554.6990	554.6847	554.7167		24336	24331	24341	0.198	0.087	554.6847	554.7167	24331	24341	554.7000	0.0057	-0.1989	1.000	9999.0000	0.0061	0.0134	7.2604	41291	0.199	0.185	0.0028	-5.29	28.4	2.6	175.0	0.944	1.000	0.0342	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5549.651	554.9651	-1.590	4.9910	40255.132	5.0	7.2250	58273.555	5.0	11.0	1.390	1.270	GA	7.76E+08	8.890	-5.270	-7.410	-7.410	-7.410	1.000	0.160	9.990	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	554.9640	554.9440	554.9823		24419	24412	24424	0.071	-0.040	554.9440	554.9823	24412	24424	554.9647	0.0056	-0.0752	1.000	9999.0000	0.0099	0.0132	7.1375	42003	0.075	0.072	0.0011	-5.72	10.6	2.7	173.3	0.970	1.000	0.0337	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5549.949	554.9949	-2.810	3.6950	29802.185	4.0	5.9280	47812.545	4.0	9.0	0.980	1.060	AO	3.80E+07	7.580	-6.070	373.316	-7.576	373.316	1.000	0.170	10.140	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	554.9950	554.9823	555.0239		24428	24424	24437	0.084	-0.027	554.9823	555.0239	24424	24437	554.9958	0.0050	-0.0845	1.000	9999.0000	0.0096	0.0118	6.3954	46876	0.085	0.084	0.0011	-5.72	10.7	2.4	173.0	0.972	1.000	0.0302	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5559.639	555.9638	-1.730	4.9880	40230.933	2.0	7.2180	58217.096	2.0	5.0	1.500	1.360	GA	5.62E+08	8.750	-5.360	-7.300	-7.300	-7.300	1.000	0.120	7.560	p	d	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	555.9640	555.9488	555.9770		24734	24729	24738	0.059	-0.052	555.9488	555.9770	24729	24738	555.9652	0.0060	-0.0576	1.000	9999.0000	0.0151	0.0142	7.6408	39236	0.058	0.048	0.0009	-5.81	8.7	3.2	156.9	0.982	1.000	0.0361	0.006	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5565.474	556.5474	-0.220	2.2360	18034.557	4.0	4.4630	35996.521	4.0	9.0	0.800	1.000	GA	1.00E+08	8.000	-5.880	-7.730	-7.730	-7.730	1.000	0.310	19.970	s	p	F	0	1	22.0	22.000000	22.00	2013ApJS..	T	T	T	T	T	T	556.5480	556.5151	556.5557		24921	24910	24923	0.147	0.037	556.5151	556.5557	24910	24923	556.5490	0.0070	-0.1448	1.000	9999.0000	0.0074	0.0164	8.8299	33952	0.145	0.138	0.0025	-5.34	25.3	3.9	147.2	0.866	1.000	0.0418	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5568.810	556.8810	-2.850	3.6350	29318.252	1.0	5.8610	47272.154	1.0	3.0	0.500	0.770	AO	1.02E+08	8.010	-6.020	378.256	-7.559	378.256	1.000	0.180	10.530	X	X	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	556.8860	556.8722	556.9001		25030	25025	25034	0.084	-0.027	556.8722	556.9001	25025	25034	556.8867	0.0053	-0.0853	1.000	9999.0000	0.0102	0.0126	6.7799	44218	0.085	0.080	0.0011	-5.69	11.4	3.1	143.9	0.973	1.000	0.0321	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5577.025	557.7025	-1.543	5.0330	40593.883	4.0	7.2560	58523.588	4.0	9.0	1.330	1.180	GA	7.59E+08	8.880	-5.290	-7.390	-7.390	-7.390	1.000	0.160	10.160	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	557.7020	557.6871	557.7176		25295	25290	25300	0.090	-0.021	557.6871	557.7176	25290	25300	557.7024	0.0054	-0.0899	1.000	9999.0000	0.0114	0.0126	6.7750	44250	0.090	0.086	0.0012	-5.67	12.1	3.6	122.1	0.975	1.000	0.0321	0.004	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5587.858	558.7858	-2.390	1.9350	15606.827	2.0	4.1540	33504.268	3.0	7.0	1.360	1.200	AO	1.41E+08	8.150	-6.150	227.268	-7.783	227.268	1.000	0.670	56.300	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	558.7850	558.7731	558.8030		25654	25649	25659	0.406	0.295	558.7731	558.8030	25649	25659	558.7862	0.0054	-0.4280	1.000	9999.0000	0.0037	0.0127	6.8059	44049	0.428	0.399	0.0058	-4.99	57.8	4.1	95.0	0.848	1.000	0.0323	0.018	0.0000	0.0000	0	0.000	False	False	False
Ca 1	5594.462	559.4462	0.097	2.5230	20349.368	2.0	4.7390	38222.612	2.0	5.0	1.160	1.170	AO	7.11E+07	7.852	-6.072	399.282	-7.539	399.282	1.000	0.770	150.450	s	p	F	0	1	20.0	20.000000	20.00	SR	T	T	T	T	T	T	559.4460	559.4103	559.4605		25875	25863	25878	0.678	0.567	559.4103	559.4605	25863	25878	559.4475	0.0087	-0.6947	1.000	9999.0000	0.0026	0.0206	11.0383	27159	0.695	0.679	0.0152	-4.57	152.3	5.9	93.9	0.820	1.000	0.0525	0.042	0.0000	0.0000	0	0.000	False	False	False
Ca 1	5598.480	559.8480	-0.087	2.5210	20333.236	1.0	4.7350	38190.352	1.0	3.0	0.500	0.500	AO	7.10E+07	7.851	-6.071	398.282	-7.541	398.282	1.000	0.750	131.540	s	p	F	0	1	20.0	20.000000	20.00	SR+Sm	T	T	T	T	T	T	559.8470	559.8391	559.8761		25983	25980	25990	0.667	0.556	559.8391	559.8761	25980	25990	559.8481	0.0084	-0.6760	1.000	9999.0000	0.0035	0.0198	10.5993	28284	0.676	0.649	0.0142	-4.59	142.4	5.5	98.9	0.792	1.000	0.0504	0.029	0.0000	0.0000	0	0.000	False	False	False
