element,wave_A,wave_nm,loggf,lower_state_eV,lower_state_cm1,lower_j,upper_state_eV,upper_state_cm1,upper_j,upper_g,lande_lower,lande_upper,spectrum_transition_type,turbospectrum_rad,rad,stark,waals,waals_single_gamma_format,turbospectrum_fdamp,spectrum_fudge_factor,theoretical_depth,theoretical_ew,lower_orbital_type,upper_orbital_type,molecule,spectrum_synthe_isotope,ion,spectrum_moog_species,turbospectrum_species,width_species,reference_code,spectrum_support,turbospectrum_support,moog_support,width_support,synthe_support,sme_support,wave_peak,wave_base,wave_top,note,peak,base,top,depth,relative_depth,wave_base_fit,wave_top_fit,base_fit,top_fit,mu,sig,A,baseline,gamma,mu_err,fwhm,fwhm_kms,R,depth_fit,relative_depth_fit,integrated_flux,ewr,ew,ew_err,snr,mean_flux,mean_flux_continuum,diff_wavelength,rms,telluric_wave_peak,telluric_fwhm,telluric_R,telluric_depth,grouped,reference_for_group,discarded
Fe 1,5004.044,500.4044,-1.3,4.209,33947.876,2.0,6.686,53926.226,1.0,3.0,1.49,0.73,AO,102000000.0,8.01,-4.01,922.279,-7.176,922.279,1.0,0.63,49.67,d,f,F,0,1,26.0,26.0,26.0,MRW,T,T,T,T,T,T,500.4044,500.34699999810005,500.4719999980971,,80405,80347,80472,0.13707327842712402,0.11671935924149435,500.34699999810005,500.4719999980971,80347,80472,500.405044815836,0.0178580152450532,-0.12873666539930892,1.0,9999.0,0.0041806232808142985,0.04205241226351956,25.193583014235244,11899.556241389202,0.12873666539930895,0.1130209471299608,0.005762691612894073,-4.938696300182586,57.62691612894073,15.981215534046466,90.77414730956576,0.9547861750735793,1.0,0.1071480914703192,0.02028267011010172,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5005.712,500.5712,-0.12,3.884,31326.573,3.0,6.36,51296.861,3.0,7.0,1.32,1.35,GA,155000000.0,8.19,-5.29,-7.57,-7.57,-7.57,1.0,0.83,137.4,p,s,F,0,1,26.0,26.0,26.0,2014MNRAS.,T,T,T,T,T,T,500.5712,500.5399999980955,500.5909999980943,,80572,80540,80591,0.35465526580810547,0.3343013466224758,500.5399999980955,500.5909999980943,80540,80591,500.57194568819455,0.011093711188229473,-0.3516494037811752,1.0,9999.0,0.003075737985899272,0.026123693479826873,15.645475835823639,19161.606917289246,0.35164940378117526,0.3264437915985581,0.009778599854435075,-4.709189831202449,97.78599854435076,9.380762214317778,90.23146309634558,0.8183260663111407,1.0,0.06656226712937684,0.014780900713715807,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5010.269,501.0269,-1.214,4.559,36770.815,3.0,7.033,56724.971,2.0,5.0,1.66,1.82,GA,200000000.0,8.3,-4.04,-7.31,-7.31,-7.31,1.0,0.53,37.59,p,d,F,0,1,26.0,26.0,26.0,K07,T,T,T,T,T,T,501.0269,500.9789999980851,501.0559999980833,,81027,80979,81056,0.10075110197067261,0.08039718278504293,500.9789999980851,501.0559999980833,80979,81056,501.01647371636966,0.019214842065255255,-0.11365546260167074,1.0,9999.0,0.012303259814498965,0.04524749525736696,27.074674253582693,11072.80018190171,0.1136554626016707,0.10301859650898881,0.0054741547111705575,-4.961534938633442,54.74154711170557,17.341288200982078,90.53354834445645,0.9579477595246356,1.0,0.11528905239153153,0.005871944451337207,0.0,0.0,0.0,0.0,False,False,False
Fe 2,5018.436,501.8436,-1.1,2.891,23317.488,2.5,5.361,43239.382,2.5,6.0,2.0,1.87,AO,309000000.0,8.49,-6.53,174.202,-7.886,174.202,1.0,0.88,238.02,s,p,F,0,2,26.1,26.0,26.01,2009A&A...,T,T,T,T,T,T,501.8436,501.785999998066,501.89099999806353,,81844,81786,81891,0.5827893316745758,0.5624354124889461,501.785999998066,501.89099999806353,81786,81891,501.84328657285545,0.014594054694979286,-0.5789496528573079,1.0,9999.0,0.0019807411153350283,0.03436637253401526,20.529873707935735,14602.742435971075,0.5789496528573079,0.5454215037293477,0.021179061018393078,-4.374661417144487,211.79061018393077,10.930742239443552,90.21846307928948,0.8286943662166596,1.0,0.08756432816987572,0.04159830745668912,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5023.186,502.3186,-1.5,4.283,34544.725,2.0,6.751,54450.487,1.0,3.0,1.0,1.47,AO,240000000.0,8.38,-4.76,1013.279,-7.135,1013.279,1.0,0.52,36.18,d,f,F,0,1,26.0,26.0,26.0,MRW,T,T,T,T,T,T,502.3186,502.3059999980537,502.33499999805304,,82319,82306,82335,0.08452534675598145,0.06417142757035177,502.3059999980537,502.33499999805304,82306,82335,502.3179683537753,0.011322134254179446,-0.08283650192683308,1.0,9999.0,0.007768403744244169,0.026661588694273295,15.912118841848569,18840.511498164,0.08283650192683312,0.04406397852366539,0.0023509315558593027,-5.3297387281093584,23.509315558593027,10.435202655701353,90.38766715116019,0.9359041152177033,1.0,0.06793280552507668,0.004214215147977341,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5028.126,502.8126,-1.036,3.573,28818.188,5.0,6.038,48699.756,4.0,9.0,1.0,1.06,GA,53700000.0,7.73,-6.25,-7.8,-7.8,-7.8,1.0,0.78,82.97,s,p,F,0,1,26.0,26.0,26.0,BWL+2014MN,T,T,T,T,T,T,502.8126,502.7929999980422,502.86299999804055,,82813,82793,82863,0.23684155941009521,0.21648764022446554,502.7929999980422,502.86299999804055,82793,82863,502.81305273909385,0.010864685654864903,-0.2346528111087385,1.0,9999.0,0.003337940504758367,0.02558437956303608,15.254186409491371,19653.126686157768,0.23465281110873848,0.22163998466601997,0.00639047089258499,-4.895873682140355,63.9047089258499,9.418944128840321,90.38848198777694,0.9119287642813821,1.0,0.06518811392918941,0.015776901265385952,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5029.618,502.9618,-1.95,3.415,27543.832,1.0,5.879,47417.335,2.0,5.0,0.82,1.14,AO,32400000.0,7.51,-6.14,230.261,-7.776,230.261,1.0,0.68,50.82,s,p,F,0,1,26.0,26.0,26.0,MRW,T,T,T,T,T,T,502.9618,502.9319999980389,503.013999998037,,82962,82932,83014,0.09937936067581177,0.07902544149018209,502.9319999980389,503.013999998037,82932,83014,502.96375031185386,0.012742605094068424,-0.09794681244789369,1.0,9999.0,0.005848768924822077,0.03000654190142581,17.885453866468087,16761.803208251556,0.09794681244789372,0.08535735779701481,0.0031285166114516758,-5.206198220350262,31.28516611451676,11.59582046743275,90.14552719615078,0.9688233803300297,1.0,0.07645563056441054,0.010980655994507604,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5031.914,503.1914,-1.57,4.371,35254.491,4.0,6.835,55127.994,3.0,7.0,1.1,1.07,AO,155000000.0,8.19,-5.06,1119.288,-7.094,1119.288,1.0,0.44,29.17,d,f,F,0,1,26.0,26.0,26.0,MRW,T,T,T,T,T,T,503.1914,503.14299999803393,503.21899999803213,,83192,83143,83219,0.04199874401092529,0.021644824825295617,503.14299999803393,503.21899999803213,83143,83219,503.1868642902573,0.013586031900178255,-0.04402537035565311,1.0,9999.0,0.007064997185212437,0.031992660250969675,19.06082796522397,15728.19704091366,0.044025370355653126,0.04059834169964727,0.001499289785648193,-5.525843713069045,14.99289785648193,12.60443306881464,90.41138361615546,0.9724911637832782,1.0,0.08151619140106953,0.002471741918525724,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5036.922,503.6922,-3.01,3.017,24333.746,2.0,5.478,44183.051,2.0,5.0,1.48,1.53,GA,44700000.0,7.65,-6.17,-7.82,-7.82,-7.82,1.0,0.39,22.18,s,p,F,0,1,26.0,26.0,26.0,MRW,T,T,T,T,T,T,503.6922,503.6739999980214,503.7119999980205,,83693,83674,83712,0.06942015886306763,0.04906623967743795,503.6739999980214,503.7119999980205,83674,83712,503.6909919674492,0.009307140263908999,-0.0708019088102686,1.0,9999.0,0.006681558583668912,0.02191664045536755,13.044592057428515,22982.125978349544,0.0708019088102686,0.05458580954803105,0.0016517760303234525,-5.484213024407868,16.517760303234525,8.559884480664321,90.8704824399876,0.9431477382376388,1.0,0.055842841583454,0.004410865817461844,0.0,0.0,0.0,0.0,False,False,False
Fe 1,5044.211,504.4211,-2.038,2.851,22994.867,4.0,5.309,42819.973,5.0,11.0,1.49,1.59,AO,148000000.0,8.17,-5.41,713.238,-7.28,713.238,1.0,0.76,78.56,p,s,F,0,1,26.0,26.0,26.0,BK+BWL,T,T,T,T,T,T,504.4211,504.3919999980044,504.4759999980024,,84422,84392,84476,0.1710677146911621,0.15071379550553243,504.3919999980044,504.4759999980024,84392,84476,504.42136855868176,0.009813015948438985,-0.17025548894397013,1.0,9999.0,0.003353095583156457,0.023107886657592513,13.733696809989812,21828.970170794266,0.17025548894397013,0.16161591489306681,0.00418787356064468,-5.080799915016531,41.8787356064468,8.65107281106595,90.33664301962705,0.959724434856641,1.0,0.05887809569063391,0.004192874275067664,0.0,0.0,0.0,0.0,False,False,False
