0,1
slope_excitation_potential,-0.046294
slope_ewr,0.130712
abundance_diff,-0.0855
fe1_lines,184
fe2_lines,14
model_MH,0.043808304362856355
days,0
hours,0
minutes,0
seconds,17
dof,1
error,
rms,0.08145399219805007
chisq,0.02653901138
rchisq,0.02653901138
niter,3
nsynthesis,19
status,2
