0,1
days,0
hours,0
minutes,19
seconds,47
dof,20526
error,
rms,0.10332084787970164
chisq,219.18315725830973
rchisq,0.0106783180969653
wchisq,27697.42031761467
rwchisq,1.349382262380136
niter,3
nsynthesis,16
status,1
