wave_peak,wave_base,wave_top,chisq,rchisq,wchisq,rwchisq,rms
539.8279,539.7959999971672,539.8619999971656,0.8262773023076632,0.013545529546027266,89.9716881987614,1.4749457081764163,0.11105177643499498
540.0501,539.9999999971624,540.1029999971599,1.9154887950479083,0.019545804031101104,228.2616042592217,2.329200043461446,0.13571352729497996
541.2784,541.2359999971331,541.3519999971304,0.2846947794906363,0.002564817833248976,27.257039741349804,0.24555891658873696,0.04932837635271591
541.407,541.3819999971297,541.4579999971279,0.47513253573672487,0.006692007545587674,48.30675735997465,0.680376864224995,0.07855286380626271
542.4068,542.3589999971066,542.4439999971046,3.7787422734156006,0.04723427841769501,511.0021938278232,6.38752742284779,0.20961599090805894
542.4645,542.4439999971046,542.4909999971035,0.09495762035806443,0.0022608957228110577,9.083231891714396,0.2162674259931999,0.0444779019003783
542.5249,542.4909999971035,542.5569999971019,0.6758280279278741,0.011079147998817608,71.98275288333195,1.18004512923495,0.10043398573919492
542.9137,542.8969999970939,543.0139999970911,5.5140195936564345,0.049232317800503876,810.1427353182886,7.233417279627576,0.21616886826566384
543.2948,543.2659999970851,543.3269999970837,0.7939756023340435,0.014178135755965063,87.30210477808417,1.558966156751503,0.11316385510471969
543.4524,543.4099999970817,543.4959999970797,3.3473516254602287,0.04132532870938554,453.2339577316602,5.595480959650126,0.19615123257265743
544.5042,544.4179999970579,544.540999997055,2.1322144809516153,0.01806961424535267,259.7623500101932,2.20137584754401,0.13113076706932833
544.6916,544.6709999970519,544.7419999970502,4.151058424434164,0.06289482461263884,589.1440585670834,8.926425129804295,0.24011161827002933
546.6396,546.6059999970062,546.6719999970046,0.8038301054344468,0.013177542712040111,87.58175759059452,1.4357665178785988,0.10953293687387197
546.6987,546.6719999970046,546.7309999970032,0.05868380255314963,0.0010867370843175858,5.568742600638078,0.10312486297477923,0.0312740047944907
547.2709,547.2409999969911,547.2979999969898,0.1387865791162961,0.0026689726753133867,13.404902573528974,0.2577865879524803,0.04891699146236656
547.3163,547.2979999969898,547.3259999969891,0.0005271843793770538,2.2921059972915383e-05,0.048889585274172115,0.0021256341423553093,0.004263657080800123
547.39,547.3579999969884,547.4219999969869,0.010913291703672237,0.00018497104582495318,1.1699806257676437,0.019830180097756674,0.012957499582909943
548.1243,548.1039999969707,548.1709999969692,0.7425628463526338,0.011976820102461835,76.95476687618759,1.2412059173578645,0.10449900410112513
548.3099,548.2799999969666,548.3739999969644,0.20924281238713802,0.0023510428358105395,20.533518753235388,0.2307136938565774,0.04693139588659825
548.7145,548.6759999969572,548.7359999969558,0.1251169107508664,0.002274852922743025,11.955134734918119,0.21736608608942035,0.04528903727785773
549.0148,549.0099999969493,549.0289999969489,0.01660473449108858,0.0011860524636491843,1.5475883496097702,0.11054202497212644,0.02881382870349633
549.1832,549.1429999969462,549.2029999969448,0.02653393752188916,0.000482435227670712,2.457889003512047,0.04468889097294631,0.020856236053661548
550.3895,550.3849999969168,550.418999996916,0.03498459171270871,0.001206365231472714,3.2641464135004075,0.11255677287932439,0.031615815080751106
