0,1
days,0
hours,0
minutes,14
seconds,48
dof,12258
error,
rms,0.03857613299536508
chisq,18.250279604248426
rchisq,0.0014888464353278207
wchisq,2842.7754545565067
rwchisq,0.23191184977618753
niter,1
nsynthesis,9
status,2
