0,1
slope_excitation_potential,-0.049466
slope_ewr,0.059388
abundance_diff,-0.0395
fe1_lines,190
fe2_lines,13
model_MH,0.041776159461325804
days,0
hours,0
minutes,0
seconds,26
dof,1
error,
rms,0.04339950950183654
chisq,0.007534069700000001
rchisq,0.007534069700000001
niter,5
nsynthesis,27
status,2
