element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support	wave_peak	wave_base	wave_top	note	peak	base	top	depth	relative_depth	wave_base_fit	wave_top_fit	base_fit	top_fit	mu	sig	A	baseline	gamma	mu_err	fwhm	fwhm_kms	R	depth_fit	relative_depth_fit	integrated_flux	ewr	ew	ew_err	snr	mean_flux	mean_flux_continuum	diff_wavelength	rms	telluric_wave_peak	telluric_fwhm	telluric_R	telluric_depth	grouped	reference_for_group	discarded
Fe 1	4440.824	444.0824	-1.600	3.9600	31939.555	1.0	6.7510	54450.487	1.0	3.0	0.510	1.470	AO	1.00E+08	8.000	-4.760	1016.278	-7.134	1016.278	1.000	0.660	44.540	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	444.0830	444.0690	444.0920		144084	144069	144092	0.428	0.360	444.0690	444.0920	144069	144092	444.0829	0.0044	-0.4401	1.000	9999.0000	0.0016	0.0104	7.0330	42627	0.440	0.400	0.0049	-4.96	48.8	2.6	124.2	0.807	1.000	0.0265	0.025	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4441.003	444.1003	-1.416	4.2200	34036.594	4.0	7.0110	56547.530	5.0	11.0	1.340	1.310	GA	1.62E+08	8.210	-4.920	-7.320	-7.320	-7.320	1.000	0.640	40.400	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	444.1010	444.0920	444.1040		144102	144092	144104	0.254	0.186	444.0920	444.1040	144092	144104	444.1008	0.0064	-0.2665	1.000	9999.0000	0.0058	0.0152	10.2290	29308	0.267	0.151	0.0043	-5.01	43.0	4.1	124.2	0.838	1.000	0.0386	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4442.831	444.2831	-2.792	2.1760	17550.625	3.0	4.9660	40053.492	2.0	5.0	1.670	2.340	AO	1.86E+06	6.270	-6.240	207.260	-7.821	207.260	1.000	0.810	62.810	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	444.2840	444.2700	444.2940		144285	144270	144294	0.625	0.557	444.2700	444.2940	144270	144294	444.2840	0.0041	-0.6417	1.000	9999.0000	0.0012	0.0097	6.5485	45780	0.642	0.619	0.0066	-4.83	66.3	2.2	124.2	0.798	1.000	0.0247	0.021	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4446.832	444.6832	-1.320	3.6860	29729.596	1.0	6.4740	52216.332	1.0	3.0	2.490	1.420	AO	1.17E+08	8.070	-5.470	783.255	-7.243	783.255	1.000	0.790	70.600	d	f	F	0	1	26.0	26.000000	26.00	BK	T	T	T	T	T	T	444.6850	444.6700	444.7020		144686	144670	144702	0.600	0.532	444.6700	444.7020	144670	144702	444.6849	0.0051	-0.6198	1.000	9999.0000	0.0012	0.0120	8.0805	37101	0.620	0.606	0.0079	-4.75	79.1	2.7	124.2	0.789	1.000	0.0305	0.027	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4447.130	444.7130	-2.734	2.1980	17728.065	2.0	4.9850	40206.738	3.0	7.0	1.820	1.910	AO	2.45E+06	6.390	-6.240	207.260	-7.821	207.260	1.000	0.820	64.220	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	444.7140	444.7020	444.7260		144715	144702	144726	0.634	0.566	444.7020	444.7260	144702	144726	444.7139	0.0041	-0.6568	1.000	9999.0000	0.0011	0.0097	6.5664	45656	0.657	0.628	0.0068	-4.81	68.1	2.2	124.2	0.799	1.000	0.0248	0.015	0.0000	0.0000	0	0.000	False	False	False
V 1	4452.006	445.2006	0.640	1.8680	15066.436	6.5	4.6520	37520.910	7.5	16.0	1.180	1.150	AO	9.77E+07	7.990	-6.000	313.256	-7.641	313.256	1.000	0.540	29.730	s	p	F	0	1	23.0	23.000000	23.00	MFW	T	T	T	T	T	T	445.2010	445.1860	445.2240		145202	145186	145224	0.238	0.170	445.1860	445.2240	145186	145224	445.2010	0.0048	-0.2442	1.000	9999.0000	0.0022	0.0113	7.6426	39226	0.244	0.243	0.0029	-5.18	29.5	3.0	124.2	0.941	1.000	0.0289	0.011	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4452.609	445.2609	-1.930	3.9430	31802.441	3.0	6.7270	54256.916	2.0	5.0	1.090	0.760	AO	9.77E+07	7.990	-4.390	984.278	-7.148	984.278	1.000	0.510	29.400	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	445.2620	445.2410	445.2700		145263	145241	145270	0.285	0.217	445.2410	445.2700	145241	145270	445.2620	0.0047	-0.2888	1.000	9999.0000	0.0018	0.0111	7.5039	39951	0.289	0.286	0.0034	-5.11	34.3	2.9	124.2	0.893	1.000	0.0284	0.017	0.0000	0.0000	0	0.000	False	False	False
Ti 1	4453.313	445.3313	-0.030	1.4300	11533.727	2.0	4.2130	33980.135	2.0	5.0	0.670	0.630	AO	2.29E+08	8.360	-5.530	286.258	-7.680	286.258	1.000	0.790	58.980	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	445.3320	445.3150	445.3450		145333	145315	145345	0.607	0.539	445.3150	445.3450	145315	145345	445.3322	0.0043	-0.6177	1.000	9999.0000	0.0012	0.0102	6.8716	43628	0.618	0.591	0.0067	-4.82	67.1	2.3	124.2	0.837	1.000	0.0260	0.017	0.0000	0.0000	0	0.000	False	False	False
Ca 1	4455.887	445.5887	-0.518	1.8990	15316.468	2.0	4.6810	37754.813	2.0	5.0	1.500	1.170	AO	1.05E+08	8.021	-5.602	948.274	-7.162	948.274	1.000	0.870	164.560	p	d	F	0	1	20.0	20.000000	20.00	SN	T	T	T	T	T	T	445.5890	445.5550	445.6220		145590	145555	145622	0.849	0.781	445.5550	445.6220	145555	145622	445.5887	0.0082	-0.8461	1.000	9999.0000	0.0011	0.0194	13.0531	22967	0.846	0.809	0.0175	-4.41	174.7	3.9	124.2	0.747	1.000	0.0494	0.053	0.0000	0.0000	0	0.000	False	False	False
Mn 1	4457.034	445.7034	-0.555	3.0730	24785.416	2.5	5.8540	47215.695	1.5	4.0	1.880	1.760	GA	8.91E+07	7.950	-5.030	-7.660	-7.660	-7.660	1.000	0.720	48.040	p	d	F	0	1	25.0	25.000000	25.00	MFW	T	T	T	T	T	T	445.7050	445.6830	445.7250		145706	145683	145725	0.425	0.357	445.6830	445.7250	145683	145725	445.7046	0.0043	-0.4548	1.000	9999.0000	0.0012	0.0101	6.7791	44223	0.455	0.440	0.0049	-4.96	48.8	2.4	124.2	0.889	1.000	0.0257	0.026	0.0000	0.0000	0	0.000	False	False	False
Mn 1	4458.248	445.8248	0.042	3.0730	24785.416	2.5	5.8540	47215.695	3.5	8.0	1.880	1.580	GA	8.91E+07	7.950	-4.980	-7.660	-7.660	-7.660	1.000	0.820	73.530	p	d	F	0	1	25.0	25.000000	25.00	MFW	T	T	T	T	T	T	445.8260	445.8170	445.8400		145827	145817	145840	0.627	0.558	445.8170	445.8400	145817	145840	445.8256	0.0047	-0.6523	1.000	9999.0000	0.0013	0.0110	7.3759	40645	0.652	0.608	0.0076	-4.77	76.2	2.6	124.2	0.693	1.000	0.0279	0.031	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4459.352	445.9352	-0.804	4.1780	33697.843	5.0	6.9570	56111.988	5.0	11.0	1.420	1.380	GA	1.70E+08	8.230	-4.400	-7.350	-7.350	-7.350	1.000	0.790	74.030	p	s	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	445.9360	445.9270	445.9610		145937	145927	145961	0.609	0.540	445.9270	445.9610	145927	145961	445.9359	0.0051	-0.6143	1.000	9999.0000	0.0011	0.0119	8.0221	37371	0.614	0.578	0.0078	-4.76	78.0	2.9	124.2	0.636	1.000	0.0304	0.039	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4460.773	446.0773	-1.490	2.7090	21849.560	2.0	5.4870	44255.640	3.0	7.0	1.850	1.680	GA	2.29E+08	8.360	-4.480	-7.440	-7.440	-7.440	1.000	0.240	12.120	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	446.0780	446.0650	446.0900		146079	146065	146090	0.137	0.069	446.0650	446.0900	146065	146090	446.0782	0.0039	-0.1399	1.000	9999.0000	0.0030	0.0093	6.2480	47982	0.140	0.136	0.0014	-5.51	13.8	2.6	124.2	0.950	1.000	0.0237	0.007	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4461.196	446.1196	-1.845	3.0170	24333.746	2.0	5.7960	46747.893	3.0	7.0	1.480	1.400	GA	1.12E+08	8.050	-6.030	-7.770	-7.770	-7.770	1.000	0.810	68.240	s	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	446.1200	446.1150	446.1300		146121	146115	146130	0.563	0.495	446.1150	446.1300	146115	146130	446.1199	0.0052	-0.5625	1.000	9999.0000	0.0018	0.0123	8.2720	36242	0.563	0.448	0.0074	-4.78	73.7	3.0	124.2	0.706	1.000	0.0314	0.024	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4463.404	446.3404	-1.315	4.2560	34326.956	3.0	7.0330	56724.971	3.0	7.0	1.240	1.250	GA	1.70E+08	8.230	-4.210	-7.340	-7.340	-7.340	1.000	0.660	44.540	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	446.3410	446.3300	446.3500		146342	146330	146350	0.452	0.384	446.3300	446.3500	146330	146350	446.3411	0.0044	-0.4605	1.000	9999.0000	0.0017	0.0103	6.9105	43382	0.461	0.383	0.0050	-4.95	50.4	2.5	124.2	0.839	1.000	0.0262	0.031	0.0000	0.0000	0	0.000	False	False	False
Ti 1	4463.531	446.3531	-0.560	1.8870	15219.681	5.0	4.6640	37617.697	4.0	9.0	1.210	1.050	GA	1.29E+08	8.110	-5.230	-7.680	-7.680	-7.680	1.000	0.350	17.620	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	446.3530	446.3500	446.3760		146354	146350	146376	0.176	0.108	446.3500	446.3760	146350	146376	446.3532	0.0045	-0.1768	1.000	9999.0000	0.0027	0.0106	7.1501	41929	0.177	0.174	0.0020	-5.35	20.0	3.0	124.2	0.871	1.000	0.0271	0.004	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4464.449	446.4449	-1.810	1.1610	9364.097	0.5	3.9370	31754.047	1.5	4.0	2.630	0.920	GA	1.45E+08	8.160	-6.600	-7.850	-7.850	-7.850	1.000	0.830	74.330	d	p	F	0	2	22.1	22.000000	22.01	PTP	T	T	T	T	T	T	446.4460	446.4090	446.4570		146447	146409	146457	0.679	0.611	446.4090	446.4570	146409	146457	446.4458	0.0045	-0.7002	1.000	9999.0000	0.0008	0.0107	7.1931	41678	0.700	0.699	0.0080	-4.75	79.8	2.4	124.2	0.709	1.000	0.0273	0.024	0.0000	0.0000	0	0.000	False	False	False
Ti 1	4471.237	447.1237	-0.150	1.7340	13985.653	1.0	4.5060	36343.342	2.0	5.0	2.500	1.810	GA	1.35E+08	8.130	-6.040	-7.720	-7.720	-7.720	1.000	0.660	40.400	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	447.1250	447.1100	447.1370		147126	147110	147137	0.426	0.358	447.1100	447.1370	147110	147137	447.1247	0.0040	-0.4541	1.000	9999.0000	0.0014	0.0093	6.2519	47952	0.454	0.444	0.0045	-5.00	45.1	2.3	124.2	0.885	1.000	0.0238	0.016	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4479.962	447.9962	-1.520	3.9840	32133.127	2.0	6.7510	54450.487	1.0	3.0	0.680	1.470	AO	9.55E+07	7.980	-4.760	1015.278	-7.134	1015.278	1.000	0.680	47.660	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	447.9970	447.9830	448.0060		147998	147983	148006	0.492	0.424	447.9830	448.0060	147983	148006	447.9971	0.0042	-0.5028	1.000	9999.0000	0.0015	0.0100	6.6883	44824	0.503	0.483	0.0053	-4.92	53.5	2.5	124.2	0.735	1.000	0.0255	0.026	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4480.137	448.0137	-1.933	3.0470	24575.712	4.0	5.8140	46893.074	4.0	9.0	1.000	1.340	AO	6.03E+07	7.780	-5.880	238.255	-7.760	238.255	1.000	0.800	63.690	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	448.0150	448.0060	448.0230		148016	148006	148023	0.598	0.529	448.0060	448.0230	148006	148023	448.0147	0.0045	-0.6255	1.000	9999.0000	0.0015	0.0106	7.0624	42449	0.626	0.473	0.0070	-4.80	70.3	2.5	124.2	0.711	1.000	0.0269	0.045	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4488.324	448.8324	-0.500	3.1240	25196.760	2.5	5.8850	47465.728	3.5	8.0	1.200	1.140	GA	1.91E+08	8.280	-6.330	-7.840	-7.840	-7.840	1.000	0.700	50.700	s	p	F	0	2	22.1	22.000000	22.01	WLSC	T	T	T	T	T	T	448.8330	448.8230	448.8550		148834	148823	148855	0.481	0.413	448.8230	448.8550	148823	148855	448.8331	0.0044	-0.4887	1.000	9999.0000	0.0014	0.0104	6.9457	43162	0.489	0.488	0.0054	-4.92	54.1	2.6	124.2	0.786	1.000	0.0265	0.018	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4488.906	448.8906	-1.720	3.6540	29471.498	2.0	6.4150	51740.464	2.0	5.0	1.840	1.130	GA	1.70E+08	8.230	-5.570	-7.570	-7.570	-7.570	1.000	0.730	49.750	p	s	F	0	1	26.0	26.000000	26.00	GESHRL14	T	T	T	T	T	T	448.8910	448.8730	448.9010		148892	148873	148901	0.493	0.425	448.8730	448.9010	148873	148901	448.8913	0.0043	-0.4983	1.000	9999.0000	0.0014	0.0101	6.7644	44319	0.498	0.494	0.0054	-4.92	53.7	2.5	124.2	0.776	1.000	0.0258	0.015	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4498.724	449.8724	-0.920	2.9150	23511.060	1.0	5.6700	45731.635	2.0	5.0	1.500	1.300	AO	6.76E+07	7.830	-6.000	327.250	-7.621	327.250	1.000	0.440	23.580	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	449.8730	449.8630	449.8810		149874	149863	149881	0.268	0.199	449.8630	449.8810	149863	149881	449.8731	0.0040	-0.2753	1.000	9999.0000	0.0025	0.0094	6.2774	47757	0.275	0.232	0.0028	-5.21	27.6	2.6	124.2	0.813	1.000	0.0240	0.018	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4502.591	450.2591	-2.350	3.5730	28818.188	5.0	6.3260	51022.633	6.0	13.0	1.000	1.160	AO	9.77E+06	6.990	-6.140	224.261	-7.787	224.261	1.000	0.490	25.530	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	450.2600	450.2500	450.2720		150261	150250	150272	0.288	0.220	450.2500	450.2720	150250	150272	450.2599	0.0037	-0.3010	1.000	9999.0000	0.0018	0.0086	5.7330	52293	0.301	0.297	0.0028	-5.21	27.6	2.2	124.2	0.917	1.000	0.0219	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4504.831	450.4831	-2.270	3.2660	26342.067	2.0	6.0170	48530.380	3.0	7.0	1.500	1.110	AO	6.92E+07	7.840	-5.290	984.229	-7.139	984.229	1.000	0.670	44.270	p	s	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	450.4840	450.4610	450.4970		150485	150461	150497	0.421	0.353	450.4610	450.4970	150461	150497	450.4835	0.0046	-0.4343	1.000	9999.0000	0.0012	0.0109	7.2663	41258	0.434	0.433	0.0050	-4.95	50.5	2.7	124.2	0.893	1.000	0.0278	0.048	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4508.685	450.8685	-2.049	4.2830	34544.725	2.0	7.0330	56724.971	2.0	5.0	1.000	1.820	GA	1.66E+08	8.220	-4.040	-7.310	-7.310	-7.310	1.000	0.260	13.900	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	450.8690	450.8570	450.8980		150870	150857	150898	0.158	0.089	450.8570	450.8980	150857	150898	450.8694	0.0042	-0.1587	1.000	9999.0000	0.0022	0.0099	6.6131	45333	0.159	0.157	0.0017	-5.43	16.8	2.7	124.2	0.960	1.000	0.0253	0.007	0.0000	0.0000	0	0.000	False	False	False
Ni 1	4512.990	451.2990	-1.470	3.7060	29890.907	2.0	6.4520	52038.891	2.0	5.0	1.040	0.670	AO	1.51E+08	8.180	-5.580	872.244	-7.194	872.244	1.000	0.370	20.030	d	f	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	451.3000	451.2890	451.3130		151301	151289	151313	0.204	0.135	451.2890	451.3130	151289	151313	451.2997	0.0040	-0.2148	1.000	9999.0000	0.0024	0.0093	6.2104	48273	0.215	0.204	0.0021	-5.32	21.4	2.5	124.2	0.891	1.000	0.0238	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4516.272	451.6272	-2.646	3.6030	29060.154	3.0	6.3470	51192.009	4.0	9.0	1.660	1.620	GA	2.40E+08	8.380	-5.040	-7.540	-7.540	-7.540	1.000	0.300	14.900	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	451.6280	451.6170	451.6410		151629	151617	151641	0.142	0.073	451.6170	451.6410	151617	151641	451.6285	0.0049	-0.1406	1.000	9999.0000	0.0032	0.0115	7.6380	39250	0.141	0.123	0.0017	-5.42	17.2	3.2	124.2	0.954	1.000	0.0293	0.014	0.0000	0.0000	0	0.000	False	False	False
Ti 1	4518.689	451.8689	-1.040	1.4300	11533.727	2.0	4.1730	33657.514	2.0	5.0	0.670	0.660	AO	3.55E+07	7.550	-6.100	449.234	-7.480	449.234	1.000	0.320	16.660	s	p	F	0	1	22.0	22.000000	22.00	LGWSC	T	T	T	T	T	T	451.8690	451.8650	451.8870		151870	151865	151887	0.176	0.108	451.8650	451.8870	151865	151887	451.8690	0.0045	-0.1768	1.000	9999.0000	0.0028	0.0106	7.0590	42469	0.177	0.167	0.0020	-5.35	20.0	2.9	124.2	0.908	1.000	0.0271	0.007	0.0000	0.0000	0	0.000	False	False	False
Fe 2	4522.628	452.2628	-2.030	2.8440	22938.408	2.5	5.5850	45046.064	1.5	4.0	1.020	1.150	AO	3.63E+08	8.560	-6.530	186.300	-7.875	186.300	1.000	0.860	112.970	s	p	F	0	2	26.1	26.000000	26.01	KK	T	T	T	T	T	T	452.2640	452.2430	452.2730		152265	152243	152273	0.721	0.652	452.2430	452.2730	152243	152273	452.2633	0.0069	-0.7255	1.000	9999.0000	0.0013	0.0163	10.7753	27822	0.726	0.658	0.0126	-4.56	125.5	3.6	124.2	0.740	1.000	0.0414	0.074	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4523.399	452.3399	-1.990	3.6540	29471.498	2.0	6.3940	51571.089	3.0	7.0	1.840	1.920	AO	2.34E+08	8.370	-5.500	849.276	-7.211	849.276	1.000	0.620	39.350	p	d	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	452.3410	452.3220	452.3550		152342	152322	152355	0.414	0.345	452.3220	452.3550	152322	152355	452.3406	0.0039	-0.4433	1.000	9999.0000	0.0012	0.0093	6.1362	48857	0.443	0.434	0.0044	-5.02	43.7	2.2	124.2	0.899	1.000	0.0236	0.011	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4525.864	452.5864	-3.200	2.8820	23244.898	1.0	5.6210	45336.421	2.0	5.0	1.550	1.500	AO	9.55E+07	7.980	-5.420	837.226	-7.208	837.226	1.000	0.370	19.330	p	s	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	452.5870	452.5710	452.5990		152588	152571	152599	0.220	0.151	452.5710	452.5990	152571	152599	452.5873	0.0040	-0.2232	1.000	9999.0000	0.0023	0.0095	6.3022	47569	0.223	0.213	0.0023	-5.30	22.6	2.6	124.2	0.917	1.000	0.0242	0.014	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4529.845	452.9845	-1.350	2.5440	20518.743	6.0	5.2800	42586.074	5.0	11.0	1.330	1.230	AO	1.82E+07	7.260	-6.150	278.254	-7.692	278.254	1.000	0.400	20.850	s	p	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	452.9850	452.9780	453.0050		152986	152978	153005	0.216	0.148	452.9780	453.0050	152978	153005	452.9849	0.0043	-0.2183	1.000	9999.0000	0.0021	0.0101	6.6946	44782	0.218	0.211	0.0024	-5.28	23.5	2.8	124.2	0.820	1.000	0.0258	0.010	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4540.704	454.0704	0.028	3.1040	25035.449	5.0	5.8340	47054.385	5.0	11.0	1.200	1.240	AO	7.59E+07	7.880	-5.910	333.246	-7.612	333.246	1.000	0.750	57.110	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	454.0710	454.0610	454.0960		154072	154061	154096	0.531	0.462	454.0610	454.0960	154061	154096	454.0711	0.0045	-0.5428	1.000	9999.0000	0.0013	0.0106	6.9803	42948	0.543	0.528	0.0061	-4.87	61.1	2.5	124.2	0.766	1.000	0.0269	0.049	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4544.016	454.4016	-2.580	1.2430	10025.471	2.5	3.9710	32028.275	2.5	6.0	1.600	1.200	GA	1.48E+08	8.170	-6.410	-7.850	-7.850	-7.850	1.000	0.620	38.150	s	p	F	0	2	22.1	22.000000	22.01	PTP	T	T	T	T	T	T	454.4020	454.3910	454.4200		154403	154391	154420	0.388	0.319	454.3910	454.4200	154391	154420	454.4022	0.0042	-0.3907	1.000	9999.0000	0.0015	0.0099	6.5525	45752	0.391	0.388	0.0041	-5.04	41.3	2.5	124.2	0.875	1.000	0.0253	0.019	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4545.133	454.5133	-2.450	1.1310	9122.131	4.5	3.8580	31116.869	3.5	8.0	1.110	1.240	GA	2.40E+08	8.380	-6.500	-7.840	-7.840	-7.840	1.000	0.720	49.070	d	p	F	0	2	22.1	22.000000	22.01	WLSC	T	T	T	T	T	T	454.5140	454.5040	454.5250		154515	154504	154525	0.486	0.418	454.5040	454.5250	154504	154525	454.5143	0.0043	-0.4931	1.000	9999.0000	0.0016	0.0100	6.6287	45227	0.493	0.431	0.0053	-4.94	52.7	2.4	124.2	0.812	1.000	0.0256	0.026	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4546.469	454.6469	-2.510	4.1860	33762.366	2.0	6.9130	55757.107	2.0	5.0	0.680	0.990	GA	1.95E+08	8.290	-6.030	-7.730	-7.730	-7.730	1.000	0.140	6.510	d	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	454.6480	454.6340	454.6580		154649	154634	154658	0.071	0.003	454.6340	454.6580	154634	154658	454.6477	0.0039	-0.0765	1.000	9999.0000	0.0039	0.0092	6.0535	49524	0.077	0.069	0.0007	-5.78	7.5	2.6	124.2	0.965	1.000	0.0234	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4546.687	454.6687	-2.610	3.9600	31939.555	1.0	6.6860	53926.226	1.0	3.0	0.510	0.730	AO	1.02E+08	8.010	-4.010	927.278	-7.174	927.278	1.000	0.170	8.310	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	454.6690	454.6580	454.6780		154670	154658	154678	0.097	0.028	454.6580	454.6780	154658	154678	454.6693	0.0040	-0.0981	1.000	9999.0000	0.0041	0.0095	6.2839	47708	0.098	0.087	0.0010	-5.66	9.9	2.7	124.2	0.908	1.000	0.0243	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 2	4549.466	454.9466	-2.020	2.8280	22809.359	3.5	5.5530	44787.966	2.5	6.0	1.210	1.350	AO	3.63E+08	8.560	-6.530	186.299	-7.875	186.299	1.000	0.860	115.100	s	p	F	0	2	26.1	26.000000	26.01	T83av	T	T	T	T	T	T	454.9480	454.9350	454.9540		154949	154935	154954	0.751	0.683	454.9350	454.9540	154935	154954	454.9483	0.0067	-0.7568	1.000	9999.0000	0.0018	0.0159	10.4658	28645	0.757	0.574	0.0128	-4.55	127.9	3.7	124.2	0.583	1.000	0.0405	0.026	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4549.622	454.9622	-0.220	1.5840	12775.822	5.5	4.3080	34746.364	4.5	10.0	1.090	1.110	GA	2.04E+08	8.310	-6.490	-7.820	-7.820	-7.820	1.000	0.900	155.630	d	p	F	0	2	22.1	22.000000	22.01	WLSC	T	T	T	T	T	T	454.9630	454.9540	454.9750		154964	154954	154975	0.863	0.795	454.9540	454.9750	154954	154975	454.9632	0.0080	-0.8616	1.000	9999.0000	0.0017	0.0189	12.4700	24041	0.862	0.534	0.0174	-4.42	173.6	4.0	124.2	0.636	1.000	0.0482	0.041	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4551.647	455.1647	-2.060	3.9430	31802.441	3.0	6.6670	53772.980	4.0	9.0	1.090	1.230	AO	9.55E+07	7.980	-5.410	900.278	-7.187	900.278	1.000	0.430	24.130	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	455.1660	455.1440	455.1780		155167	155144	155178	0.276	0.208	455.1440	455.1780	155144	155178	455.1656	0.0039	-0.2957	1.000	9999.0000	0.0016	0.0091	6.0192	49806	0.296	0.293	0.0029	-5.20	28.8	2.4	124.2	0.928	1.000	0.0233	0.008	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4552.293	455.2293	-2.870	1.1160	9001.148	3.5	3.8380	30955.558	2.5	6.0	0.890	1.030	GA	2.40E+08	8.380	-6.500	-7.840	-7.840	-7.840	1.000	0.540	30.820	d	p	F	0	2	22.1	22.000000	22.01	WLSC	T	T	T	T	T	T	455.2300	455.2220	455.2370		155231	155222	155237	0.332	0.263	455.2220	455.2370	155222	155237	455.2300	0.0043	-0.3402	1.000	9999.0000	0.0025	0.0101	6.6354	45181	0.340	0.229	0.0036	-5.10	36.5	2.8	124.2	0.692	1.000	0.0257	0.023	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4554.451	455.4451	-2.810	2.8650	23107.784	3.0	5.5870	45062.193	3.0	7.0	1.510	1.510	AO	9.55E+07	7.980	-5.380	821.226	-7.217	821.226	1.000	0.600	36.420	p	s	F	0	1	26.0	26.000000	26.00	GESHRL14	T	T	T	T	T	T	455.4460	455.4340	455.4650		155447	155434	155465	0.340	0.272	455.4340	455.4650	155434	155465	455.4462	0.0046	-0.3461	1.000	9999.0000	0.0018	0.0107	7.0572	42480	0.346	0.333	0.0040	-5.06	39.5	2.7	124.2	0.898	1.000	0.0273	0.020	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4556.126	455.6126	-0.787	3.6030	29060.154	3.0	6.3230	50998.434	2.0	5.0	1.660	1.840	GA	2.29E+08	8.360	-5.070	-7.540	-7.540	-7.540	1.000	0.840	100.140	d	f	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	455.6140	455.6010	455.6370		155615	155601	155637	0.739	0.671	455.6010	455.6370	155601	155637	455.6136	0.0056	-0.7598	1.000	9999.0000	0.0011	0.0132	8.7009	34455	0.760	0.747	0.0107	-4.63	107.0	2.9	124.2	0.708	1.000	0.0337	0.023	0.0000	0.0000	0	0.000	False	False	False
