element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support	wave_peak	wave_base	wave_top	note	peak	base	top	depth	relative_depth	wave_base_fit	wave_top_fit	base_fit	top_fit	mu	sig	A	baseline	gamma	mu_err	fwhm	fwhm_kms	R	depth_fit	relative_depth_fit	integrated_flux	ewr	ew	ew_err	snr	mean_flux	mean_flux_continuum	diff_wavelength	rms	telluric_wave_peak	telluric_fwhm	telluric_R	telluric_depth	grouped	reference_for_group	discarded
Ti 1	4557.852	455.7852	-0.673	2.4720	19938.024	1.0	5.1920	41876.304	2.0	5.0	0.500	0.840	GA	1.00E+08	8.000	-5.320	-7.550	-7.550	-7.550	1.000	0.090	4.570	d	f	F	0	1	22.0	22.000000	22.00	K10	T	T	T	T	T	T	455.7840	455.7800	455.7960		155785	155780	155796	0.051	-0.018	455.7800	455.7960	155780	155796	455.7839	0.0051	-0.0500	1.000	9999.0000	0.0081	0.0121	7.9583	37670	0.050	0.047	0.0006	-5.85	6.4	3.5	124.2	0.948	1.000	0.0308	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4560.088	456.0088	-1.920	3.6030	29060.154	3.0	6.3210	50982.304	4.0	9.0	1.660	1.240	AO	1.38E+08	8.140	-4.900	789.286	-7.245	789.286	1.000	0.670	45.090	p	d	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	456.0090	456.0000	456.0200		156010	156000	156020	0.477	0.409	456.0000	456.0200	156000	156020	456.0094	0.0041	-0.4819	1.000	9999.0000	0.0016	0.0097	6.3766	47014	0.482	0.425	0.0050	-4.96	49.8	2.4	124.2	0.823	1.000	0.0247	0.024	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4568.603	456.8603	-2.420	3.9290	31689.522	2.0	6.6420	53571.345	2.0	5.0	1.170	1.400	AO	1.00E+08	8.000	-4.570	868.278	-7.202	868.278	1.000	0.250	12.930	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	456.8610	456.8500	456.8670		156862	156850	156867	0.153	0.085	456.8500	456.8670	156850	156867	456.8611	0.0040	-0.1580	1.000	9999.0000	0.0034	0.0093	6.1318	48891	0.158	0.151	0.0016	-5.46	15.7	2.6	124.2	0.842	1.000	0.0238	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4571.438	457.1438	-3.270	2.8760	23196.504	2.0	5.5870	45062.193	3.0	7.0	1.500	1.510	AO	9.55E+07	7.980	-5.380	821.226	-7.217	821.226	1.000	0.330	17.330	p	s	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	457.1440	457.1280	457.1550		157145	157128	157155	0.208	0.140	457.1280	457.1550	157128	157155	457.1442	0.0040	-0.2106	1.000	9999.0000	0.0022	0.0093	6.1247	48948	0.211	0.194	0.0021	-5.34	20.9	2.5	124.2	0.899	1.000	0.0238	0.016	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4571.671	457.1671	-0.770	2.5440	20518.743	6.0	5.2550	42384.435	7.0	15.0	1.330	1.290	AO	7.94E+06	6.900	-6.160	229.261	-7.778	229.261	1.000	0.690	45.110	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	457.1680	457.1550	457.1760		157169	157155	157176	0.416	0.347	457.1550	457.1760	157155	157176	457.1680	0.0043	-0.4306	1.000	9999.0000	0.0016	0.0101	6.6473	45100	0.431	0.414	0.0046	-4.99	46.5	2.6	124.2	0.789	1.000	0.0258	0.024	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4574.718	457.4718	-2.970	2.2790	18381.375	2.0	4.9880	40230.933	2.0	5.0	1.510	1.500	AO	4.47E+08	8.650	-5.890	422.249	-7.510	422.249	1.000	0.760	54.120	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	457.4730	457.4580	457.5010		157474	157458	157501	0.540	0.472	457.4580	457.5010	157458	157501	457.4726	0.0040	-0.5775	1.000	9999.0000	0.0010	0.0095	6.2067	48302	0.577	0.577	0.0058	-4.90	58.2	2.2	124.2	0.858	1.000	0.0241	0.031	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4575.107	457.5107	-0.970	3.3690	27172.817	1.0	6.0790	49030.442	2.0	5.0	1.470	1.160	AO	1.58E+07	7.200	-6.050	272.245	-7.700	272.245	1.000	0.200	9.920	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	457.5110	457.5010	457.5250		157512	157501	157525	0.108	0.040	457.5010	457.5250	157501	157525	457.5112	0.0038	-0.1113	1.000	9999.0000	0.0034	0.0089	5.8625	51137	0.111	0.105	0.0011	-5.64	10.6	2.5	124.2	0.965	1.000	0.0228	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4575.780	457.5780	-2.902	3.3010	26624.362	4.0	6.0100	48473.921	3.0	7.0	0.810	0.580	GA	1.02E+07	7.010	-6.160	-7.820	-7.820	-7.820	1.000	0.320	15.790	s	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	457.5790	457.5680	457.6100		157580	157568	157610	0.163	0.094	457.5680	457.6100	157568	157610	457.5791	0.0040	-0.1657	1.000	9999.0000	0.0021	0.0094	6.1744	48554	0.166	0.160	0.0017	-5.44	16.6	2.6	124.2	0.948	1.000	0.0240	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4579.820	457.9820	-2.830	3.0710	24769.286	1.0	5.7780	46602.712	1.0	3.0	1.470	1.890	AO	4.79E+07	7.680	-6.160	220.257	-7.794	220.257	1.000	0.490	25.830	X	X	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	457.9820	457.9730	457.9930		157983	157973	157993	0.235	0.167	457.9730	457.9930	157973	157993	457.9823	0.0048	-0.2372	1.000	9999.0000	0.0029	0.0113	7.3951	40539	0.237	0.168	0.0029	-5.21	28.5	3.1	124.2	0.802	1.000	0.0288	0.022	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4583.409	458.3409	-2.840	1.1650	9396.358	1.5	3.8690	31205.589	2.5	6.0	1.740	0.870	GA	1.41E+08	8.150	-6.590	-7.850	-7.850	-7.850	1.000	0.530	30.130	d	p	F	0	2	22.1	22.000000	22.01	WLSC	T	T	T	T	T	T	458.3420	458.3270	458.3570		158343	158327	158357	0.308	0.240	458.3270	458.3570	158327	158357	458.3416	0.0040	-0.3269	1.000	9999.0000	0.0017	0.0094	6.1303	48903	0.327	0.324	0.0033	-5.15	32.6	2.4	124.2	0.919	1.000	0.0239	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4584.716	458.4716	-1.593	3.6030	29060.154	3.0	6.3060	50861.322	3.0	7.0	1.660	1.630	GA	2.45E+08	8.390	-5.250	-7.540	-7.540	-7.540	1.000	0.750	58.500	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	458.4740	458.4530	458.4770		158475	158453	158477	0.404	0.335	458.4530	458.4770	158453	158477	458.4738	0.0056	-0.4326	1.000	9999.0000	0.0034	0.0132	8.6382	34705	0.433	0.431	0.0061	-4.88	60.8	3.3	124.2	0.843	1.000	0.0337	0.021	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4585.075	458.5075	-1.030	3.4490	27818.060	5.0	6.1520	49619.226	4.0	9.0	1.200	1.230	AO	3.89E+07	7.590	-6.190	418.238	-7.512	418.238	1.000	0.150	7.560	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	458.5080	458.5010	458.5210		158509	158501	158521	0.077	0.008	458.5010	458.5210	158501	158521	458.5080	0.0043	-0.0786	1.000	9999.0000	0.0045	0.0102	6.6880	44826	0.079	0.062	0.0009	-5.73	8.6	3.0	124.2	0.888	1.000	0.0261	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4587.127	458.7127	-1.737	3.5730	28818.188	5.0	6.2750	50611.289	4.0	9.0	1.000	0.980	AO	4.07E+07	7.610	-6.170	255.243	-7.728	255.243	1.000	0.730	51.780	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	458.7130	458.7040	458.7310		158714	158704	158731	0.530	0.461	458.7040	458.7310	158704	158731	458.7135	0.0041	-0.5299	1.000	9999.0000	0.0012	0.0097	6.3281	47374	0.530	0.508	0.0055	-4.92	54.6	2.3	124.2	0.854	1.000	0.0247	0.024	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4587.720	458.7720	-2.150	3.9840	32133.127	2.0	6.6860	53926.226	1.0	3.0	0.680	0.730	AO	9.77E+07	7.990	-4.010	926.279	-7.174	926.279	1.000	0.360	19.470	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	458.7720	458.7630	458.7930		158773	158763	158793	0.165	0.097	458.7630	458.7930	158763	158793	458.7724	0.0047	-0.1618	1.000	9999.0000	0.0024	0.0110	7.2166	41542	0.162	0.140	0.0019	-5.38	19.0	3.0	124.2	0.942	1.000	0.0281	0.017	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4589.958	458.9958	-1.620	1.2370	9977.078	1.5	3.9370	31754.047	1.5	4.0	1.330	0.920	GA	1.45E+08	8.160	-6.540	-7.850	-7.850	-7.850	1.000	0.830	80.350	d	p	F	0	2	22.1	22.000000	22.01	RHL	T	T	T	T	T	T	458.9950	458.9690	459.0160		158996	158969	159016	0.696	0.627	458.9690	459.0160	158969	159016	458.9955	0.0048	-0.6995	1.000	9999.0000	0.0009	0.0113	7.3957	40536	0.700	0.698	0.0084	-4.74	84.3	2.4	124.2	0.845	1.000	0.0289	0.017	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4592.651	459.2651	-2.449	1.5570	12558.052	3.0	4.2560	34326.956	3.0	7.0	1.090	1.240	AO	1.45E+08	8.160	-6.120	292.260	-7.672	292.260	1.000	0.880	110.970	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	459.2660	459.2590	459.2870		159267	159259	159287	0.781	0.713	459.2590	459.2870	159259	159287	459.2656	0.0061	-0.7916	1.000	9999.0000	0.0013	0.0145	9.4533	31713	0.792	0.778	0.0122	-4.58	122.0	3.0	124.2	0.746	1.000	0.0369	0.038	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4593.525	459.3525	-2.060	3.9430	31802.441	3.0	6.6420	53571.345	2.0	5.0	1.090	1.400	AO	9.77E+07	7.990	-4.570	868.278	-7.202	868.278	1.000	0.430	24.200	d	f	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	459.3530	459.3340	459.3680		159354	159334	159368	0.279	0.210	459.3340	459.3680	159334	159368	459.3532	0.0040	-0.2854	1.000	9999.0000	0.0018	0.0093	6.1006	49142	0.285	0.283	0.0028	-5.21	28.4	2.4	124.2	0.936	1.000	0.0238	0.005	0.0000	0.0000	0	0.000	False	False	False
Ni 1	4594.888	459.4888	-0.659	4.2360	34165.645	2.0	6.9330	55918.417	2.0	5.0	1.190	0.690	GA	2.04E+08	8.310	-4.360	-7.490	-7.490	-7.490	1.000	0.540	32.400	p	s	F	0	1	28.0	28.000000	28.00	K08	T	T	T	T	T	T	459.4900	459.4750	459.5110		159491	159475	159511	0.280	0.212	459.4750	459.5110	159475	159511	459.4899	0.0046	-0.2899	1.000	9999.0000	0.0017	0.0107	6.9928	42871	0.290	0.277	0.0033	-5.14	33.1	2.8	124.2	0.914	1.000	0.0273	0.016	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4595.207	459.5207	-2.581	3.6340	29310.187	6.0	6.3320	51071.023	5.0	11.0	1.010	1.040	GA	1.32E+07	7.120	-6.140	-7.800	-7.800	-7.800	1.000	0.320	15.910	s	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	459.5230	459.5110	459.5250		159524	159511	159525	0.123	0.055	459.5110	459.5250	159511	159525	459.5225	0.0046	-0.1332	1.000	9999.0000	0.0071	0.0109	7.1278	42059	0.133	0.121	0.0015	-5.47	15.5	3.2	124.2	0.823	1.000	0.0278	0.004	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4595.358	459.5358	-1.758	3.3010	26624.362	4.0	5.9990	48385.199	5.0	11.0	0.810	1.020	AO	7.08E+07	7.850	-6.120	286.270	-7.683	286.270	1.000	0.780	62.130	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	459.5370	459.5250	459.5520		159538	159525	159552	0.574	0.506	459.5250	459.5520	159525	159552	459.5366	0.0047	-0.5988	1.000	9999.0000	0.0013	0.0110	7.1959	41661	0.599	0.485	0.0070	-4.82	70.3	2.6	124.2	0.790	1.000	0.0281	0.070	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4596.060	459.6060	-1.369	3.6030	29060.154	3.0	6.2990	50804.860	4.0	9.0	1.660	1.570	AO	2.45E+08	8.390	-5.070	774.289	-7.254	774.289	1.000	0.780	73.150	d	f	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	459.6060	459.5990	459.6260		159607	159599	159626	0.588	0.520	459.5990	459.6260	159599	159626	459.6058	0.0057	-0.5775	1.000	9999.0000	0.0014	0.0135	8.8082	34036	0.578	0.577	0.0083	-4.74	83.0	3.1	124.2	0.822	1.000	0.0344	0.038	0.0000	0.0000	0	0.000	False	False	False
Co 1	4596.901	459.6901	0.012	3.6320	29294.056	3.5	6.3280	51038.763	2.5	6.0	1.430	1.590	GA	1.45E+08	8.160	-4.750	-7.510	-7.510	-7.510	1.000	0.420	22.320	p	d	F	0	1	27.0	27.000000	27.00	K08	T	T	T	T	T	T	459.6910	459.6760	459.7110		159692	159676	159711	0.142	0.074	459.6760	459.7110	159676	159711	459.6913	0.0058	-0.1417	1.000	9999.0000	0.0034	0.0136	8.8977	33693	0.142	0.133	0.0021	-5.35	20.6	3.8	124.2	0.938	1.000	0.0348	0.013	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4598.740	459.8740	-2.660	3.6540	29471.498	2.0	6.3490	51208.139	1.0	3.0	1.840	2.490	AO	2.57E+08	8.410	-4.980	808.281	-7.234	808.281	1.000	0.260	13.490	X	X	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	459.8750	459.8560	459.8880		159876	159856	159888	0.155	0.087	459.8560	459.8880	159856	159888	459.8747	0.0040	-0.1617	1.000	9999.0000	0.0023	0.0094	6.1037	49117	0.162	0.160	0.0016	-5.46	16.1	2.6	124.2	0.958	1.000	0.0239	0.011	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4604.244	460.4244	-3.940	2.8320	22841.621	2.0	5.5240	44554.066	3.0	7.0	1.500	1.390	AO	5.89E+07	7.770	-5.980	231.261	-7.774	231.261	1.000	0.110	4.850	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	460.4240	460.4100	460.4350		160425	160410	160435	0.058	-0.011	460.4100	460.4350	160410	160435	460.4240	0.0042	-0.0579	1.000	9999.0000	0.0044	0.0098	6.4001	46842	0.058	0.057	0.0006	-5.88	6.1	2.8	124.2	0.972	1.000	0.0250	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4605.588	460.5588	-1.160	4.3200	34843.151	6.0	7.0110	56547.530	5.0	11.0	1.330	1.310	GA	1.41E+08	8.150	-4.920	-7.320	-7.320	-7.320	1.000	0.680	48.820	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	460.5590	460.5500	460.5740		160560	160550	160574	0.445	0.377	460.5500	460.5740	160550	160574	460.5590	0.0045	-0.4530	1.000	9999.0000	0.0016	0.0107	6.9638	43050	0.453	0.417	0.0052	-4.95	51.6	2.6	124.2	0.830	1.000	0.0273	0.027	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4605.835	460.5835	-1.136	3.3230	26801.802	1.0	6.0140	48506.181	1.0	3.0	2.510	1.500	GA	1.29E+08	8.110	-4.690	-7.360	-7.360	-7.360	1.000	0.150	7.790	d	f	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	460.5830	460.5740	460.5960		160584	160574	160596	0.070	0.001	460.5740	460.5960	160574	160596	460.5832	0.0061	-0.0679	1.000	9999.0000	0.0054	0.0143	9.2856	32286	0.068	0.053	0.0010	-5.65	10.3	4.2	124.2	0.881	1.000	0.0363	0.005	0.0000	0.0000	0	0.000	False	False	False
Ni 1	4606.221	460.6221	-1.000	3.5970	29011.761	2.0	6.2880	50716.142	1.0	3.0	0.360	0.450	AO	1.02E+08	8.010	-6.000	847.281	-7.214	847.281	1.000	0.660	45.410	p	d	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	460.6220	460.5960	460.6340		160623	160596	160634	0.436	0.367	460.5960	460.6340	160596	160634	460.6223	0.0045	-0.4362	1.000	9999.0000	0.0013	0.0105	6.8514	43756	0.436	0.422	0.0049	-4.97	48.9	2.6	124.2	0.881	1.000	0.0268	0.024	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4607.646	460.7646	-1.330	3.2660	26342.067	2.0	5.9560	48038.379	2.0	5.0	1.500	0.990	GA	7.76E+07	7.890	-5.310	-7.550	-7.550	-7.550	1.000	0.820	85.430	p	s	F	0	1	26.0	26.000000	26.00	GESHRL14	T	T	T	T	T	T	460.7650	460.7460	460.8020		160766	160746	160802	0.706	0.638	460.7460	460.8020	160746	160802	460.7654	0.0050	-0.7093	1.000	9999.0000	0.0008	0.0117	7.6189	39348	0.709	0.705	0.0088	-4.72	88.4	2.5	124.2	0.812	1.000	0.0298	0.021	0.0000	0.0000	0	0.000	False	False	False
Ti 2	4609.265	460.9265	-3.320	1.1800	9517.341	2.5	3.8690	31205.589	2.5	6.0	1.600	0.870	GA	1.41E+08	8.150	-6.590	-7.850	-7.850	-7.850	1.000	0.260	13.120	d	p	F	0	2	22.1	22.000000	22.01	WLSC	T	T	T	T	T	T	460.9270	460.9140	460.9450		160928	160914	160945	0.128	0.060	460.9140	460.9450	160914	160945	460.9276	0.0047	-0.1267	1.000	9999.0000	0.0029	0.0111	7.2484	41360	0.127	0.125	0.0015	-5.49	15.0	3.1	124.2	0.968	1.000	0.0284	0.012	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4613.203	461.3203	-1.570	3.2920	26551.771	0.0	5.9790	48223.888	1.0	3.0	0.000	0.010	AO	7.59E+07	7.880	-5.160	941.227	-7.158	941.227	1.000	0.800	81.220	p	s	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	461.3210	461.3070	461.3290		161322	161307	161329	0.649	0.580	461.3070	461.3290	161307	161329	461.3213	0.0050	-0.6548	1.000	9999.0000	0.0014	0.0118	7.6805	39033	0.655	0.610	0.0082	-4.75	82.4	2.7	124.2	0.727	1.000	0.0301	0.029	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4614.205	461.4205	-2.520	3.3010	26624.362	2.0	5.9870	48288.412	1.0	3.0	1.180	2.210	GA	2.82E+08	8.450	-5.740	-7.690	-7.690	-7.690	1.000	0.530	29.710	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	461.4210	461.4070	461.4410		161422	161407	161441	0.283	0.214	461.4070	461.4410	161407	161441	461.4206	0.0043	-0.2942	1.000	9999.0000	0.0017	0.0102	6.6523	45066	0.294	0.294	0.0032	-5.16	32.1	2.7	124.2	0.910	1.000	0.0261	0.010	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4615.565	461.5565	-1.308	4.5800	36940.191	2.0	7.2660	58604.241	3.0	7.0	0.670	0.810	GA	2.57E+08	8.410	-4.690	-7.380	-7.380	-7.380	1.000	0.510	30.290	d	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	461.5570	461.5330	461.5680		161558	161533	161568	0.301	0.232	461.5330	461.5680	161533	161568	461.5569	0.0041	-0.3140	1.000	9999.0000	0.0015	0.0096	6.2166	48224	0.314	0.311	0.0032	-5.16	32.0	2.5	124.2	0.916	1.000	0.0244	0.017	0.0000	0.0000	0	0.000	False	False	False
Cr 2	4616.629	461.6629	-1.361	4.0720	32842.895	1.5	6.7570	54498.881	1.5	4.0	0.410	1.180	AO	2.34E+08	8.370	-6.570	231.235	-7.769	231.235	1.000	0.620	42.950	d	p	F	0	2	24.1	24.000000	24.01	PGBH	T	T	T	T	T	T	461.6630	461.6490	461.6960		161664	161649	161696	0.394	0.325	461.6490	461.6960	161649	161696	461.6629	0.0044	-0.4075	1.000	9999.0000	0.0012	0.0104	6.7727	44265	0.407	0.399	0.0045	-5.01	45.2	2.6	124.2	0.903	1.000	0.0266	0.014	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4619.533	461.9533	-0.590	2.9870	24091.780	2.0	5.6700	45731.635	2.0	5.0	1.500	1.300	AO	6.76E+07	7.830	-6.000	329.250	-7.618	329.250	1.000	0.580	34.760	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	461.9540	461.9440	461.9700		161955	161944	161970	0.357	0.289	461.9440	461.9700	161944	161970	461.9539	0.0041	-0.3688	1.000	9999.0000	0.0016	0.0097	6.3016	47574	0.369	0.339	0.0038	-5.08	38.1	2.5	124.2	0.816	1.000	0.0247	0.020	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4620.128	462.0128	-3.750	3.0710	24769.286	1.0	5.7540	46409.142	1.0	3.0	1.470	2.440	AO	2.95E+08	8.470	-6.080	290.272	-7.677	290.272	1.000	0.100	4.460	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	462.0130	461.9980	462.0230		162014	161998	162023	0.055	-0.014	461.9980	462.0230	161998	162023	462.0127	0.0042	-0.0569	1.000	9999.0000	0.0045	0.0098	6.3653	47098	0.057	0.056	0.0006	-5.89	5.9	2.8	124.2	0.977	1.000	0.0250	0.003	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4621.960	462.1960	-0.453	2.5450	20526.810	5.0	5.2260	42150.532	5.0	11.0	1.250	1.160	GA	1.20E+07	7.080	-6.160	-7.810	-7.810	-7.810	1.000	0.760	58.390	s	p	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	462.1930	462.1720	462.2180		162194	162172	162218	0.398	0.329	462.1720	462.2180	162172	162218	462.1929	0.0060	-0.4007	1.000	9999.0000	0.0019	0.0141	9.1225	32863	0.401	0.395	0.0060	-4.89	60.0	3.5	124.2	0.916	1.000	0.0358	0.012	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4622.449	462.2449	0.109	3.5510	28640.748	3.0	6.2320	50264.469	3.0	7.0	1.330	1.320	AO	9.33E+07	7.970	-5.040	413.255	-7.520	413.255	1.000	0.640	42.920	X	X	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	462.2460	462.2290	462.2640		162247	162229	162264	0.359	0.291	462.2290	462.2640	162229	162264	462.2458	0.0048	-0.3726	1.000	9999.0000	0.0015	0.0112	7.2544	41325	0.373	0.371	0.0044	-5.02	44.4	2.8	124.2	0.896	1.000	0.0285	0.030	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4622.747	462.2747	-0.893	2.9870	24091.780	2.0	5.6690	45723.570	1.0	3.0	1.500	1.500	AO	6.31E+07	7.800	-6.160	329.250	-7.618	329.250	1.000	0.410	22.350	X	X	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	462.2750	462.2640	462.2870		162276	162264	162287	0.213	0.144	462.2640	462.2870	162264	162287	462.2750	0.0041	-0.2170	1.000	9999.0000	0.0024	0.0097	6.2650	47852	0.217	0.192	0.0022	-5.32	22.3	2.6	124.2	0.914	1.000	0.0246	0.011	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4623.578	462.3578	-1.859	4.4150	35609.376	3.0	7.0960	57233.102	2.0	5.0	0.890	0.500	GA	1.35E+08	8.130	-4.300	-7.330	-7.330	-7.330	1.000	0.290	15.850	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	462.3580	462.3410	462.3810		162359	162341	162381	0.144	0.076	462.3410	462.3810	162341	162381	462.3585	0.0046	-0.1449	1.000	9999.0000	0.0026	0.0107	6.9501	43135	0.145	0.138	0.0017	-5.45	16.5	2.9	124.2	0.969	1.000	0.0273	0.006	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4626.787	462.6787	-1.554	2.9830	24059.518	5.0	5.6620	45667.112	5.0	11.0	1.040	1.090	GA	1.29E+08	8.110	-6.010	-7.760	-7.760	-7.760	1.000	0.130	6.340	s	p	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	462.6790	462.6700	462.6970		162680	162670	162697	0.062	-0.006	462.6700	462.6970	162670	162697	462.6791	0.0045	-0.0641	1.000	9999.0000	0.0052	0.0105	6.8233	43936	0.064	0.059	0.0007	-5.81	7.2	3.0	124.2	0.953	1.000	0.0268	0.003	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4628.461	462.8461	-1.400	3.1440	25358.071	4.0	5.8220	46957.597	5.0	11.0	1.510	1.610	AO	1.15E+08	8.060	-5.150	776.231	-7.242	776.231	1.000	0.130	6.400	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	462.8460	462.8330	462.8600		162847	162833	162860	0.074	0.006	462.8330	462.8600	162833	162860	462.8465	0.0044	-0.0738	1.000	9999.0000	0.0040	0.0103	6.6612	45006	0.074	0.066	0.0008	-5.76	8.1	2.9	124.2	0.969	1.000	0.0262	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	4633.755	463.3755	-2.930	3.0180	24341.811	3.0	5.6930	45917.141	3.0	7.0	0.760	0.930	AO	6.31E+07	7.800	-6.090	293.260	-7.671	293.260	1.000	0.450	24.200	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	463.3760	463.3620	463.3900		163377	163362	163390	0.194	0.126	463.3620	463.3900	163362	163390	463.3765	0.0053	-0.1946	1.000	9999.0000	0.0031	0.0125	8.0783	37111	0.195	0.185	0.0026	-5.25	25.9	3.4	124.2	0.901	1.000	0.0318	0.007	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4637.173	463.7173	-1.281	2.5440	20518.743	3.0	5.2170	42077.943	4.0	9.0	0.930	0.950	GA	9.55E+06	6.980	-6.160	-7.810	-7.810	-7.810	1.000	0.440	23.540	s	p	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	463.7180	463.7080	463.7350		163719	163708	163735	0.234	0.166	463.7080	463.7350	163708	163735	463.7183	0.0040	-0.2383	1.000	9999.0000	0.0022	0.0095	6.1544	48712	0.238	0.203	0.0024	-5.28	24.2	2.5	124.2	0.916	1.000	0.0243	0.028	0.0000	0.0000	0	0.000	False	False	False
Cr 1	4639.507	463.9507	-0.910	3.1110	25091.908	2.0	5.7820	46634.976	3.0	7.0	1.500	1.770	AO	1.20E+08	8.080	-5.260	760.234	-7.252	760.234	1.000	0.330	18.060	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	463.9510	463.9460	463.9570		163952	163946	163957	0.173	0.105	463.9460	463.9570	163946	163957	463.9508	0.0050	-0.1759	1.000	9999.0000	0.0043	0.0117	7.5514	39700	0.176	0.076	0.0022	-5.33	21.9	3.3	124.2	0.811	1.000	0.0298	0.007	0.0000	0.0000	0	0.000	False	False	False
