element	wave_A	wave_nm	loggf	lower_state_eV	lower_state_cm1	lower_j	upper_state_eV	upper_state_cm1	upper_j	upper_g	lande_lower	lande_upper	spectrum_transition_type	turbospectrum_rad	rad	stark	waals	waals_single_gamma_format	turbospectrum_fdamp	spectrum_fudge_factor	theoretical_depth	theoretical_ew	lower_orbital_type	upper_orbital_type	molecule	spectrum_synthe_isotope	ion	spectrum_moog_species	turbospectrum_species	width_species	reference_code	spectrum_support	turbospectrum_support	moog_support	width_support	synthe_support	sme_support	wave_peak	wave_base	wave_top	note	peak	base	top	depth	relative_depth	wave_base_fit	wave_top_fit	base_fit	top_fit	mu	sig	A	baseline	gamma	mu_err	fwhm	fwhm_kms	R	depth_fit	relative_depth_fit	integrated_flux	ewr	ew	ew_err	snr	mean_flux	mean_flux_continuum	diff_wavelength	rms	telluric_wave_peak	telluric_fwhm	telluric_R	telluric_depth	grouped	reference_for_group	discarded
Cr 1	5119.321	511.9321	-1.150	3.4220	27600.291	3.0	5.8430	47126.973	3.0	7.0	0.750	0.960	GA	7.94E+07	7.900	-6.060	-7.780	-7.780	-7.780	1.000	0.120	6.510	s	p	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	511.9370	511.9290	511.9530		211938	211929	211953	0.059	-0.009	511.9290	511.9530	211929	211953	511.9370	0.0046	-0.0606	1.000	9999.0000	0.0056	0.0109	6.3713	47053	0.061	0.058	0.0007	-5.86	7.0	3.1	124.2	0.955	1.000	0.0277	0.002	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5123.460	512.3460	-2.960	1.0300	8307.510	4.0	3.4490	27818.060	3.0	7.0	1.500	1.930	AO	1.78E+08	8.250	-6.070	234.251	-7.766	234.251	1.000	0.320	17.670	s	p	F	0	1	24.0	24.000000	24.00	MFW	T	T	T	T	T	T	512.3460	512.3370	512.3560		212347	212337	212356	0.178	0.110	512.3370	512.3560	212337	212356	512.3460	0.0044	-0.1830	1.000	9999.0000	0.0034	0.0104	6.0645	49434	0.183	0.136	0.0020	-5.40	20.2	2.9	124.2	0.798	1.000	0.0264	0.014	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5126.193	512.6193	-0.980	4.2560	34326.956	3.0	6.6740	53829.439	3.0	7.0	1.240	1.110	AO	2.40E+08	8.380	-4.690	910.279	-7.182	910.279	1.000	0.680	65.150	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	512.6190	512.6020	512.6410		212620	212602	212641	0.550	0.481	512.6020	512.6410	212602	212641	512.6192	0.0056	-0.5492	1.000	9999.0000	0.0013	0.0133	7.7788	38540	0.549	0.546	0.0078	-4.82	77.8	3.1	124.2	0.860	1.000	0.0339	0.029	0.0000	0.0000	0	0.000	False	False	False
Ti 2	5129.156	512.9156	-1.340	1.8920	15260.009	4.5	4.3080	34746.364	4.5	10.0	1.110	1.110	GA	2.04E+08	8.310	-6.410	-7.820	-7.820	-7.820	1.000	0.730	68.340	s	p	F	0	2	22.1	22.000000	22.01	2013ApJS..	T	T	T	T	T	T	512.9160	512.8980	512.9270		212917	212898	212927	0.576	0.507	512.8980	512.9270	212898	212927	512.9158	0.0053	-0.5877	1.000	9999.0000	0.0014	0.0124	7.2677	41250	0.588	0.543	0.0078	-4.82	77.8	2.9	124.2	0.763	1.000	0.0317	0.027	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5129.371	512.9371	-0.630	3.6790	29673.136	3.0	6.0950	49159.489	2.0	5.0	1.210	1.430	AO	1.29E+08	8.110	-5.140	809.278	-7.233	809.278	1.000	0.690	62.420	p	d	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	512.9370	512.9270	512.9500		212938	212927	212950	0.502	0.433	512.9270	512.9500	212927	212950	512.9370	0.0049	-0.5090	1.000	9999.0000	0.0016	0.0115	6.7319	44533	0.509	0.452	0.0062	-4.91	62.4	2.9	124.2	0.701	1.000	0.0293	0.025	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5129.631	512.9631	-1.670	3.9430	31802.441	3.0	6.3600	51296.861	3.0	7.0	1.090	1.350	AO	1.51E+08	8.180	-5.290	718.235	-7.277	718.235	1.000	0.580	43.160	X	X	F	0	1	26.0	26.000000	26.00	2014MNRAS.	T	T	T	T	T	T	512.9630	512.9500	512.9850		212964	212950	212985	0.372	0.304	512.9500	512.9850	212950	212985	512.9626	0.0052	-0.3857	1.000	9999.0000	0.0017	0.0122	7.1078	42178	0.386	0.369	0.0050	-5.01	49.9	3.1	124.2	0.821	1.000	0.0310	0.017	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5131.468	513.1468	-2.515	2.2230	17929.705	1.0	4.6380	37407.993	1.0	3.0	2.500	2.500	AO	1.66E+08	8.220	-6.070	356.274	-7.589	356.274	1.000	0.770	79.830	s	p	F	0	1	26.0	26.000000	26.00	BWL	T	T	T	T	T	T	513.1470	513.1330	513.1640		213148	213133	213164	0.633	0.565	513.1330	513.1640	213133	213164	513.1471	0.0052	-0.6433	1.000	9999.0000	0.0014	0.0122	7.1174	42121	0.643	0.577	0.0083	-4.79	83.4	2.8	124.2	0.784	1.000	0.0310	0.049	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5132.661	513.2661	-4.094	2.8070	22639.981	4.5	5.2220	42118.272	4.5	10.0	1.310	1.430	AO	3.47E+08	8.540	-6.530	172.219	-7.894	172.219	1.000	0.380	22.810	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	513.2670	513.2550	513.2840		213268	213255	213284	0.207	0.139	513.2550	513.2840	213255	213284	513.2667	0.0046	-0.2154	1.000	9999.0000	0.0025	0.0107	6.2704	47811	0.215	0.206	0.0025	-5.32	24.6	2.9	124.2	0.940	1.000	0.0274	0.007	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5136.092	513.6092	-2.020	4.1860	33762.366	2.0	6.6000	53232.590	1.0	3.0	0.680	1.270	GA	1.82E+08	8.260	-5.790	-7.730	-7.730	-7.730	1.000	0.310	17.900	d	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	513.6090	513.5850	513.6190		213610	213585	213619	0.180	0.111	513.5850	513.6190	213585	213619	513.6089	0.0043	-0.1860	1.000	9999.0000	0.0022	0.0101	5.8893	50904	0.186	0.175	0.0020	-5.41	20.0	2.7	124.2	0.942	1.000	0.0257	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 2	5136.795	513.6795	-4.356	2.8440	22938.408	2.5	5.2570	42400.565	1.5	4.0	1.020	1.040	AO	3.47E+08	8.540	-6.530	173.227	-7.893	173.227	1.000	0.250	13.830	s	p	F	0	2	26.1	26.000000	26.01	RU	T	T	T	T	T	T	513.6800	513.6710	513.6900		213681	213671	213690	0.109	0.041	513.6710	513.6900	213671	213690	513.6795	0.0045	-0.1147	1.000	9999.0000	0.0043	0.0107	6.2395	48048	0.115	0.089	0.0013	-5.59	13.1	3.0	124.2	0.888	1.000	0.0272	0.007	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5137.074	513.7074	-1.940	1.6760	13517.852	2.0	4.0890	32980.011	1.0	3.0	1.140	1.000	AO	1.82E+08	8.260	-6.010	323.320	-7.639	323.320	1.000	0.800	87.170	s	p	F	0	1	28.0	28.000000	28.00	2014ApJS..	T	T	T	T	T	T	513.7080	513.6900	513.7220		213709	213690	213722	0.675	0.607	513.6900	513.7220	213690	213722	513.7075	0.0056	-0.6941	1.000	9999.0000	0.0013	0.0132	7.7066	38901	0.694	0.669	0.0098	-4.72	97.6	3.0	124.2	0.727	1.000	0.0336	0.015	0.0000	0.0000	0	0.000	False	False	False
Co 1	5146.752	514.6752	-0.320	3.5680	28777.862	3.5	5.9760	48199.690	3.5	8.0	1.250	1.230	AO	1.00E+08	8.000	-5.330	819.231	-7.219	819.231	1.000	0.260	14.770	d	f	F	0	1	27.0	27.000000	27.00	FMW	T	T	T	T	T	T	514.6770	514.6650	514.6920		214678	214665	214692	0.104	0.036	514.6650	514.6920	214665	214692	514.6769	0.0063	-0.1055	1.000	9999.0000	0.0052	0.0149	8.6554	34636	0.106	0.096	0.0017	-5.49	16.7	4.3	124.2	0.851	1.000	0.0379	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5148.042	514.8042	-0.703	4.2830	34544.725	2.0	6.6910	53966.555	2.0	5.0	1.000	1.420	GA	2.40E+08	8.380	-4.500	-7.520	-7.520	-7.520	1.000	0.720	74.890	d	f	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	514.8040	514.7870	514.8130		214805	214787	214813	0.582	0.513	514.7870	514.8130	214787	214813	514.8045	0.0054	-0.5802	1.000	9999.0000	0.0015	0.0128	7.4487	40248	0.580	0.530	0.0079	-4.81	79.0	3.1	124.2	0.729	1.000	0.0326	0.029	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5148.662	514.8662	-1.840	3.6790	29673.136	3.0	6.0860	49086.901	4.0	9.0	1.210	1.330	GA	1.51E+08	8.180	-5.460	-7.580	-7.580	-7.580	1.000	0.200	11.050	p	s	F	0	1	28.0	28.000000	28.00	WLa	T	T	T	T	T	T	514.8670	514.8500	514.8750		214868	214850	214875	0.094	0.026	514.8500	514.8750	214850	214875	514.8666	0.0051	-0.0968	1.000	9999.0000	0.0042	0.0121	7.0533	42504	0.097	0.096	0.0012	-5.62	12.5	3.4	124.2	0.958	1.000	0.0309	0.003	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5151.911	515.1911	-3.322	1.0110	8154.265	1.0	3.4170	27559.964	2.0	5.0	-0.010	1.000	AO	1.70E+07	7.230	-6.150	248.245	-7.740	248.245	1.000	0.830	96.590	s	p	F	0	1	26.0	26.000000	26.00	GESB79b+BW	T	T	T	T	T	T	515.1910	515.1630	515.2070		215192	215163	215207	0.715	0.647	515.1630	515.2070	215163	215207	515.1911	0.0056	-0.7186	1.000	9999.0000	0.0010	0.0132	7.6727	39073	0.719	0.717	0.0101	-4.71	100.9	2.8	124.2	0.797	1.000	0.0336	0.025	0.0000	0.0000	0	0.000	False	False	False
Ti 2	5154.068	515.4068	-1.750	1.5660	12630.642	1.5	3.9710	32028.275	2.5	6.0	0.800	1.200	GA	1.48E+08	8.170	-6.580	-7.850	-7.850	-7.850	1.000	0.710	63.910	d	p	F	0	2	22.1	22.000000	22.01	PTP	T	T	T	T	T	T	515.4070	515.3810	515.4220		215408	215381	215422	0.546	0.478	515.3810	515.4220	215381	215422	515.4070	0.0052	-0.5528	1.000	9999.0000	0.0012	0.0122	7.0776	42358	0.553	0.542	0.0072	-4.86	71.6	2.8	124.2	0.846	1.000	0.0310	0.019	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5177.233	517.7233	-2.320	3.6950	29802.185	4.0	6.0890	49111.099	4.0	9.0	0.980	1.180	AO	7.76E+07	7.890	-6.210	373.255	-7.565	373.255	1.000	0.400	23.980	s	p	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	517.7240	517.7080	517.7320		217725	217708	217732	0.225	0.157	517.7080	517.7320	217708	217732	517.7237	0.0050	-0.2336	1.000	9999.0000	0.0026	0.0118	6.8437	43806	0.234	0.225	0.0029	-5.25	29.4	3.2	124.2	0.914	1.000	0.0301	0.011	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5177.402	517.7402	-0.530	3.4280	27648.685	4.0	5.8220	46957.597	5.0	11.0	1.660	1.610	AO	1.17E+08	8.070	-5.150	765.236	-7.249	765.236	1.000	0.340	21.810	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	517.7400	517.7320	517.7540		217741	217732	217754	0.174	0.105	517.7320	517.7540	217732	217754	517.7393	0.0054	-0.1779	1.000	9999.0000	0.0032	0.0128	7.4049	40486	0.178	0.160	0.0024	-5.33	24.2	3.5	124.2	0.919	1.000	0.0326	0.009	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5178.801	517.8801	-1.740	4.3870	35383.542	5.0	6.7800	54684.390	4.0	9.0	1.250	1.140	AO	1.51E+08	8.180	-4.950	1048.281	-7.121	1048.281	1.000	0.340	21.700	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	517.8800	517.8590	517.8950		217881	217859	217895	0.223	0.155	517.8590	517.8950	217859	217895	517.8800	0.0045	-0.2280	1.000	9999.0000	0.0021	0.0107	6.1761	48541	0.228	0.223	0.0026	-5.30	25.9	2.8	124.2	0.935	1.000	0.0272	0.012	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5179.122	517.9122	-1.470	3.8980	31439.491	2.0	6.2920	50748.401	1.0	3.0	1.060	0.200	AO	1.91E+08	8.280	-5.270	758.222	-7.251	758.222	1.000	0.260	15.290	p	s	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	517.9120	517.8950	517.9290		217913	217895	217929	0.127	0.058	517.8950	517.9290	217895	217929	517.9115	0.0057	-0.1279	1.000	9999.0000	0.0030	0.0133	7.7090	38889	0.128	0.120	0.0018	-5.46	18.1	3.7	124.2	0.938	1.000	0.0339	0.012	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5180.056	518.0056	-1.160	4.4730	36077.179	3.0	6.8660	55378.027	2.0	5.0	0.790	0.680	AO	1.35E+08	8.130	-4.860	1152.293	-7.082	1152.293	1.000	0.570	45.430	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	518.0060	517.9870	518.0240		218007	217987	218024	0.401	0.332	517.9870	518.0240	217987	218024	518.0062	0.0049	-0.4022	1.000	9999.0000	0.0015	0.0116	6.7158	44640	0.402	0.380	0.0050	-5.02	49.7	2.9	124.2	0.891	1.000	0.0296	0.022	0.0000	0.0000	0	0.000	False	False	False
Ti 2	5185.902	518.5902	-1.410	1.8930	15268.075	3.5	4.2830	34544.725	3.5	8.0	0.890	0.890	GA	2.04E+08	8.310	-6.410	-7.820	-7.820	-7.820	1.000	0.710	65.320	s	p	F	0	2	22.1	22.000000	22.01	2013ApJS..	T	T	T	T	T	T	518.5900	518.5660	518.6190		218591	218566	218619	0.547	0.479	518.5660	518.6190	218566	218619	518.5903	0.0051	-0.5482	1.000	9999.0000	0.0010	0.0120	6.9524	43121	0.548	0.508	0.0070	-4.87	70.2	2.8	124.2	0.844	1.000	0.0306	0.046	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5194.040	519.4040	-0.650	2.1030	16961.838	3.0	4.4890	36206.226	4.0	9.0	1.260	1.340	AO	9.33E+07	7.970	-5.310	796.233	-7.231	796.233	1.000	0.190	11.030	p	s	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	519.4050	519.3930	519.4220		219406	219393	219422	0.103	0.034	519.3930	519.4220	219393	219422	519.4047	0.0045	-0.1069	1.000	9999.0000	0.0037	0.0106	6.1142	49032	0.107	0.100	0.0012	-5.63	12.1	3.0	124.2	0.976	1.000	0.0270	0.003	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5197.160	519.7160	-1.291	3.8980	31439.491	2.0	6.2830	50675.813	3.0	7.0	1.060	0.770	AO	1.66E+08	8.220	-5.580	807.277	-7.234	807.277	1.000	0.340	21.140	p	d	F	0	1	28.0	28.000000	28.00	K08	T	T	T	T	T	T	519.7160	519.6930	519.7320		219717	219693	219732	0.220	0.151	519.6930	519.7320	219693	219732	519.7161	0.0045	-0.2224	1.000	9999.0000	0.0020	0.0106	6.1382	48840	0.222	0.210	0.0025	-5.31	25.2	2.8	124.2	0.954	1.000	0.0271	0.006	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5197.936	519.7936	-1.540	4.3010	34689.906	1.0	6.6860	53926.226	1.0	3.0	-0.020	0.730	AO	2.40E+08	8.380	-4.010	925.279	-7.175	925.279	1.000	0.480	33.620	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	519.7930	519.7790	519.8200		219794	219779	219820	0.311	0.242	519.7790	519.8200	219779	219820	519.7935	0.0044	-0.3113	1.000	9999.0000	0.0016	0.0104	5.9779	50150	0.311	0.302	0.0034	-5.18	34.4	2.7	124.2	0.927	1.000	0.0264	0.005	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5200.172	520.0172	-0.580	3.3850	27301.866	1.0	5.7680	46522.059	2.0	5.0	3.010	1.990	AO	1.20E+08	8.080	-5.270	747.238	-7.260	747.238	1.000	0.340	21.490	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	520.0170	519.9980	520.0280		220018	219998	220028	0.182	0.114	519.9980	520.0280	219998	220028	520.0166	0.0046	-0.1899	1.000	9999.0000	0.0025	0.0109	6.2732	47789	0.190	0.186	0.0022	-5.37	22.0	3.0	124.2	0.909	1.000	0.0277	0.003	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5201.080	520.1080	-0.660	2.0920	16873.118	2.0	4.4750	36093.309	3.0	7.0	1.000	1.240	AO	9.33E+07	7.970	-5.310	790.234	-7.234	790.234	1.000	0.190	11.050	p	s	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	520.1080	520.0910	520.1210		220109	220091	220121	0.098	0.030	520.0910	520.1210	220091	220121	520.1079	0.0051	-0.1003	1.000	9999.0000	0.0036	0.0119	6.8674	43654	0.100	0.096	0.0013	-5.61	12.7	3.3	124.2	0.973	1.000	0.0304	0.005	0.0000	0.0000	0	0.000	False	False	False
Y 2	5205.722	520.5722	-0.280	1.0330	8331.707	3.0	3.4140	27535.767	3.0	7.0	1.090	1.080	GA	1.95E+08	8.290	-6.400	-7.810	-7.810	-7.810	1.000	0.700	51.120	d	p	F	0	2	39.1	39.000000	39.01	BBEHL	T	T	T	T	T	T	520.5730	520.5540	520.5830		220574	220554	220583	0.413	0.345	520.5540	520.5830	220554	220583	520.5728	0.0053	-0.4272	1.000	9999.0000	0.0017	0.0125	7.1820	41742	0.427	0.399	0.0057	-4.96	56.7	3.2	124.2	0.738	1.000	0.0318	0.030	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5208.594	520.8594	-0.891	3.2410	26140.428	3.0	5.6210	45336.421	2.0	5.0	1.500	1.500	AO	1.10E+08	8.040	-5.420	835.230	-7.210	835.230	1.000	0.810	150.190	p	s	F	0	1	26.0	26.000000	26.00	BKK+GESHRL	T	T	T	T	T	T	520.8590	520.8530	520.9380		220860	220853	220938	0.737	0.669	520.8530	520.9380	220853	220938	520.8584	0.0087	-0.7377	1.000	9999.0000	0.0011	0.0206	11.8413	25317	0.738	0.729	0.0162	-4.51	161.5	4.6	124.2	0.660	1.000	0.0524	0.047	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5209.885	520.9885	-3.260	3.2370	26108.166	6.0	5.6160	45296.097	5.0	11.0	1.170	1.210	AO	2.19E+07	7.340	-6.230	230.252	-7.774	230.252	1.000	0.180	9.610	s	p	F	0	1	26.0	26.000000	26.00	FMW	T	T	T	T	T	T	520.9880	520.9780	520.9980		220989	220978	220998	0.105	0.036	520.9780	520.9980	220978	220998	520.9879	0.0048	-0.1061	1.000	9999.0000	0.0040	0.0114	6.5456	45801	0.106	0.086	0.0013	-5.61	12.8	3.2	124.2	0.962	1.000	0.0290	0.008	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5213.806	521.3806	-2.760	3.9430	31802.441	3.0	6.3210	50982.304	4.0	9.0	1.090	1.240	AO	1.20E+08	8.080	-4.900	773.280	-7.253	773.280	1.000	0.120	6.720	p	d	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	521.3800	521.3660	521.3980		221381	221366	221398	0.070	0.002	521.3660	521.3980	221366	221398	521.3804	0.0042	-0.0711	1.000	9999.0000	0.0040	0.0099	5.6672	52900	0.071	0.070	0.0007	-5.84	7.5	2.8	124.2	0.982	1.000	0.0251	0.002	0.0000	0.0000	0	0.000	False	False	False
Ni 1	5220.291	522.0290	-1.310	3.7400	30165.135	2.0	6.1140	49312.735	3.0	7.0	0.990	1.000	AO	9.77E+07	7.990	-4.640	854.280	-7.210	854.280	1.000	0.410	26.350	p	d	F	0	1	28.0	28.000000	28.00	FMW	T	T	T	T	T	T	522.0290	522.0170	522.0490		222030	222017	222049	0.232	0.164	522.0170	522.0490	222017	222049	522.0288	0.0046	-0.2399	1.000	9999.0000	0.0021	0.0109	6.2653	47849	0.240	0.237	0.0028	-5.27	27.9	2.9	124.2	0.923	1.000	0.0278	0.008	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5220.891	522.0891	-0.890	3.3850	27301.866	1.0	5.7590	46449.466	1.0	3.0	3.010	2.990	GA	1.20E+08	8.080	-5.280	-7.550	-7.550	-7.550	1.000	0.210	12.010	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	522.0890	522.0710	522.0950		222090	222071	222095	0.103	0.034	522.0710	522.0950	222071	222095	522.0896	0.0050	-0.1038	1.000	9999.0000	0.0044	0.0118	6.7814	44208	0.104	0.101	0.0013	-5.60	13.0	3.3	124.2	0.948	1.000	0.0301	0.005	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5222.395	522.2395	-3.832	2.2790	18381.375	2.0	4.6520	37520.910	2.0	5.0	1.510	0.690	GA	1.17E+08	8.070	-6.290	-7.750	-7.750	-7.750	1.000	0.340	19.110	s	p	F	0	1	26.0	26.000000	26.00	K07	T	T	T	T	T	T	522.2400	522.2250	522.2550		222241	222225	222255	0.169	0.101	522.2250	522.2550	222225	222255	522.2400	0.0053	-0.1726	1.000	9999.0000	0.0027	0.0124	7.1196	42108	0.173	0.167	0.0023	-5.36	22.8	3.4	124.2	0.931	1.000	0.0316	0.019	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5223.620	522.3620	-0.490	2.0920	16873.118	2.0	4.4650	36012.655	2.0	5.0	1.000	1.030	AO	9.33E+07	7.970	-5.310	786.234	-7.237	786.234	1.000	0.250	15.470	X	X	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	522.3620	522.3380	522.3760		222363	222338	222376	0.123	0.054	522.3380	522.3760	222338	222376	522.3613	0.0056	-0.1236	1.000	9999.0000	0.0027	0.0132	7.5972	39461	0.124	0.123	0.0017	-5.48	17.4	3.7	124.2	0.967	1.000	0.0337	0.011	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5224.064	522.4064	-0.870	3.4100	27503.506	3.0	5.7820	46634.976	3.0	7.0	1.760	1.770	GA	1.20E+08	8.080	-5.260	-7.550	-7.550	-7.550	1.000	0.210	11.930	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	522.4070	522.3950	522.4180		222408	222395	222418	0.093	0.025	522.3950	522.4180	222395	222418	522.4068	0.0053	-0.0969	1.000	9999.0000	0.0048	0.0124	7.1104	42163	0.097	0.085	0.0013	-5.61	12.8	3.5	124.2	0.910	1.000	0.0316	0.007	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5224.300	522.4300	0.130	2.1340	17211.871	5.0	4.5070	36351.407	5.0	11.0	1.420	1.420	AO	9.33E+07	7.970	-5.310	805.233	-7.226	805.233	1.000	0.540	39.710	X	X	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	522.4300	522.4180	522.4420		222431	222418	222442	0.369	0.300	522.4180	522.4420	222418	222442	522.4303	0.0045	-0.3725	1.000	9999.0000	0.0019	0.0105	6.0240	49766	0.373	0.343	0.0042	-5.10	41.6	2.7	124.2	0.861	1.000	0.0267	0.013	0.0000	0.0000	0	0.000	False	False	False
Ti 1	5224.540	522.4540	-0.280	2.1030	16961.838	3.0	4.4750	36093.309	3.0	7.0	1.260	1.240	GA	9.33E+07	7.970	-5.310	-7.550	-7.550	-7.550	1.000	0.350	21.920	p	s	F	0	1	22.0	22.000000	22.00	NWL	T	T	T	T	T	T	522.4540	522.4420	522.4720		222455	222442	222472	0.232	0.163	522.4420	522.4720	222442	222472	522.4540	0.0047	-0.2348	1.000	9999.0000	0.0023	0.0111	6.3901	46916	0.235	0.227	0.0028	-5.27	27.8	3.0	124.2	0.880	1.000	0.0284	0.011	0.0000	0.0000	0	0.000	False	False	False
Ti 2	5226.538	522.6538	-1.260	1.5660	12630.642	1.5	3.9370	31754.047	1.5	4.0	0.800	0.920	GA	1.45E+08	8.160	-6.590	-7.850	-7.850	-7.850	1.000	0.770	87.080	d	p	F	0	2	22.1	22.000000	22.01	PTP	T	T	T	T	T	T	522.6540	522.6320	522.6670		222655	222632	222667	0.659	0.590	522.6320	522.6670	222632	222667	522.6542	0.0058	-0.6608	1.000	9999.0000	0.0012	0.0136	7.7857	38506	0.661	0.589	0.0095	-4.74	95.5	3.2	124.2	0.682	1.000	0.0346	0.053	0.0000	0.0000	0	0.000	False	False	False
Fe 1	5228.376	522.8376	-1.190	4.2200	34036.594	4.0	6.5910	53160.001	3.0	7.0	1.340	1.590	AO	2.40E+08	8.380	-4.700	809.278	-7.233	809.278	1.000	0.640	55.030	d	f	F	0	1	26.0	26.000000	26.00	MRW	T	T	T	T	T	T	522.8380	522.8220	522.8540		222839	222822	222854	0.470	0.401	522.8220	522.8540	222822	222854	522.8375	0.0049	-0.4930	1.000	9999.0000	0.0014	0.0115	6.6002	45422	0.493	0.456	0.0060	-4.94	60.4	2.8	124.2	0.855	1.000	0.0293	0.023	0.0000	0.0000	0	0.000	False	False	False
Cr 2	5237.328	523.7328	-1.144	4.0730	32850.960	4.5	6.4400	51942.104	4.5	10.0	1.330	1.340	AO	2.34E+08	8.370	-6.560	225.213	-7.776	225.213	1.000	0.610	52.820	d	p	F	0	2	24.1	24.000000	24.01	K10	T	T	T	T	T	T	523.7320	523.7160	523.7670		223733	223716	223767	0.409	0.341	523.7160	523.7670	223716	223767	523.7319	0.0050	-0.4172	1.000	9999.0000	0.0014	0.0118	6.7667	44304	0.417	0.416	0.0053	-5.00	52.5	2.9	124.2	0.904	1.000	0.0301	0.008	0.0000	0.0000	0	0.000	False	False	False
Sc 2	5239.813	523.9813	-0.765	1.4550	11735.367	0.0	3.8210	30818.444	1.0	3.0	0.000	1.010	GA	1.35E+08	8.130	-6.300	-7.830	-7.830	-7.830	1.000	0.650	53.070	s	p	F	0	2	21.1	21.000000	21.01	LD	T	T	T	T	T	T	523.9820	523.9630	524.0040		223983	223963	224004	0.417	0.349	523.9630	524.0040	223963	224004	523.9818	0.0050	-0.4336	1.000	9999.0000	0.0013	0.0117	6.6735	44923	0.434	0.429	0.0054	-4.99	53.8	2.8	124.2	0.896	1.000	0.0297	0.023	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5240.473	524.0473	-0.706	3.6680	29584.415	2.0	6.0330	48659.427	3.0	7.0	1.840	1.460	GA	6.92E+07	7.840	-5.260	-7.280	-7.280	-7.280	1.000	0.170	10.260	d	f	F	0	1	24.0	24.000000	24.00	K10	T	T	T	T	T	T	524.0470	524.0390	524.0690		224048	224039	224069	0.092	0.024	524.0390	524.0690	224039	224069	524.0462	0.0059	-0.0926	1.000	9999.0000	0.0041	0.0140	7.9841	37549	0.093	0.090	0.0014	-5.58	13.8	3.9	124.2	0.970	1.000	0.0356	0.004	0.0000	0.0000	0	0.000	False	False	False
Cr 1	5243.354	524.3354	-0.580	3.3950	27382.522	2.0	5.7590	46449.466	1.0	3.0	1.990	2.990	AO	1.20E+08	8.080	-5.280	744.238	-7.262	744.238	1.000	0.330	21.210	d	f	F	0	1	24.0	24.000000	24.00	SLS	T	T	T	T	T	T	524.3350	524.3260	524.3590		224336	224326	224359	0.184	0.115	524.3260	524.3590	224326	224359	524.3356	0.0059	-0.1787	1.000	9999.0000	0.0026	0.0139	7.9403	37756	0.179	0.165	0.0026	-5.30	26.4	3.8	124.2	0.924	1.000	0.0354	0.020	0.0000	0.0000	0	0.000	False	False	False
